aded,boro,nta_name,DEM,REP,ALL_OTH,total_first2016,total_voted2016,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes,winner,female_first2016,pct_female_first2016,female_first2016_dem,female_first2016_rep,male_first2016,pct_male_first2016,male_first2016_dem,male_first2016_rep
45001,Brooklyn,Midwood,19,6,6,31,577,5.37,61.29,19.35,19.35,354,159,568,trump,17,54.83870968,9,4,14,45.16129032,10,2
45002,Brooklyn,Midwood,16,4,7,27,534,5.06,59.26,14.81,25.93,348,196,633,trump,15,55.55555556,11,1,12,44.44444444,5,3
45003,Brooklyn,Midwood,16,5,4,25,543,4.6,64,20,16,378,190,657,trump,13,52,9,1,12,48,7,4
45004,Brooklyn,Midwood,9,12,6,27,540,5,33.33,44.44,22.22,326,198,597,trump,15,55.55555556,6,6,12,44.44444444,3,6
45005,Brooklyn,Midwood,9,4,8,21,558,3.76,42.86,19.05,38.1,377,166,595,trump,12,57.14285714,5,2,9,42.85714286,4,2
45006,Brooklyn,Homecrest,6,5,11,22,589,3.74,27.27,22.73,50,430,134,633,trump,12,54.54545455,3,2,10,45.45454545,3,3
45007,Brooklyn,Homecrest,1,1,1,3,37,8.11,33.33,33.33,33.33,20,16,41,trump,1,33.33333333,0,0,2,66.66666667,1,1
45008,Brooklyn,Homecrest,8,8,1,17,408,4.17,47.06,47.06,5.88,263,123,440,trump,10,58.82352941,4,5,7,41.17647059,4,3
45009,Brooklyn,Homecrest,10,5,8,23,487,4.72,43.48,21.74,34.78,374,106,542,trump,7,30.43478261,4,2,16,69.56521739,6,3
45010,Brooklyn,Homecrest,7,,0,7,206,3.4,100,0,0,159,44,212,trump,3,42.85714286,3,0,4,57.14285714,4,0
45011,Brooklyn,Homecrest,15,10,12,37,458,8.08,40.54,27.03,32.43,199,239,558,clinton,21,56.75675676,10,4,16,43.24324324,5,6
45012,Brooklyn,Madison,15,3,6,24,370,6.49,62.5,12.5,25,293,289,645,trump,12,50,6,2,12,50,9,1
45013,Brooklyn,Homecrest,16,6,6,28,461,6.07,57.14,21.43,21.43,267,191,500,trump,17,60.71428571,10,4,11,39.28571429,6,2
45014,Brooklyn,Homecrest,10,8,7,25,419,5.97,40,32,28,406,172,632,trump,13,52,5,4,12,48,5,4
45015,Brooklyn,Homecrest,2,1,2,5,144,3.47,40,20,40,132,9,150,trump,1,20,0,1,4,80,2,0
45016,Brooklyn,Homecrest,14,8,14,36,509,7.07,38.89,22.22,38.89,439,140,623,trump,16,44.44444444,5,3,20,55.55555556,9,5
45017,Brooklyn,Homecrest,9,4,5,18,381,4.72,50,22.22,27.78,291,85,420,trump,7,38.88888889,4,1,11,61.11111111,5,3
45018,Brooklyn,Bensonhurst East,4,,3,7,49,14.29,57.14,0,42.86,29,22,54,trump,6,85.71428571,3,0,1,14.28571429,1,0
45019,Brooklyn,Homecrest,15,6,5,26,448,5.8,57.69,23.08,19.23,325,106,491,trump,13,50,10,2,13,50,5,4
45020,Brooklyn,Homecrest,17,4,7,28,437,6.41,60.71,14.29,25,312,56,397,trump,14,50,9,2,14,50,8,2
45021,Brooklyn,Homecrest,11,8,4,23,407,5.65,47.83,34.78,17.39,324,81,448,trump,9,39.13043478,1,5,14,60.86956522,10,3
45022,Brooklyn,Homecrest,11,9,4,24,431,5.57,45.83,37.5,16.67,312,102,453,trump,9,37.5,5,2,15,62.5,6,7
45023,Brooklyn,Homecrest,9,4,11,24,383,6.27,37.5,16.67,45.83,347,187,584,trump,11,45.83333333,7,0,13,54.16666667,2,4
45024,Brooklyn,Madison,8,6,3,17,366,4.64,47.06,35.29,17.65,312,253,631,trump,9,52.94117647,5,3,8,47.05882353,3,3
45025,Brooklyn,Madison,4,1,4,9,146,6.16,44.44,11.11,44.44,52,90,167,clinton,5,55.55555556,3,0,4,44.44444444,1,1
45026,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,18,1,9,28,341,8.21,64.29,3.57,32.14,114,217,362,clinton,16,57.14285714,9,1,12,42.85714286,9,0
45027,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,13,6,13,32,445,7.19,40.63,18.75,40.63,187,263,498,clinton,15,46.875,7,2,17,53.125,6,4
45028,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,24,5,8,37,305,12.13,64.86,13.51,21.62,87,213,324,clinton,25,67.56756757,15,4,12,32.43243243,9,1
45029,Brooklyn,Homecrest,8,5,8,21,258,8.14,38.1,23.81,38.1,181,71,277,trump,12,57.14285714,3,4,9,42.85714286,5,1
45030,Brooklyn,Homecrest,14,6,16,36,499,7.21,38.89,16.67,44.44,331,248,643,trump,14,38.88888889,5,4,22,61.11111111,9,2
45031,Brooklyn,Homecrest,16,5,5,26,464,5.6,61.54,19.23,19.23,314,131,499,trump,15,57.69230769,10,2,11,42.30769231,6,3
45032,Brooklyn,Homecrest,9,7,5,21,355,5.92,42.86,33.33,23.81,288,68,378,trump,11,52.38095238,5,4,10,47.61904762,4,3
45033,Brooklyn,Homecrest,12,9,9,30,425,7.06,40,30,30,229,176,461,trump,15,50,9,3,15,50,3,6
45034,Brooklyn,Gravesend,18,5,11,34,335,10.15,52.94,14.71,32.35,196,273,535,clinton,17,50,8,4,17,50,10,1
45035,Brooklyn,Homecrest,14,11,15,40,440,9.09,35,27.5,37.5,197,84,316,trump,19,47.5,9,6,21,52.5,5,5
45036,Brooklyn,Homecrest,10,6,8,24,289,8.3,41.67,25,33.33,206,75,311,trump,15,62.5,6,3,9,37.5,4,3
45037,Brooklyn,Brighton Beach,12,14,14,40,406,9.85,30,35,35,282,124,452,trump,26,65,9,6,14,35,3,8
45038,Brooklyn,Homecrest,20,4,13,37,368,10.05,54.05,10.81,35.14,151,134,323,trump,24,64.86486486,11,2,13,35.13513514,9,2
45039,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2,1,1,4,52,7.69,50,25,25,26,24,59,trump,4,100,2,1,0,0,0,0
45040,Brooklyn,Homecrest,11,12,12,35,476,7.35,31.43,34.29,34.29,297,171,533,trump,23,65.71428571,8,8,12,34.28571429,3,4
45041,Brooklyn,Gravesend,6,5,4,15,179,8.38,40,33.33,26.67,115,61,189,trump,5,33.33333333,3,1,10,66.66666667,3,4
45042,Brooklyn,Gravesend,18,8,3,29,417,6.95,62.07,27.59,10.34,249,154,446,trump,17,58.62068966,11,5,12,41.37931034,7,3
45043,Brooklyn,Gravesend,21,8,17,46,527,8.73,45.65,17.39,36.96,294,213,587,trump,26,56.52173913,11,4,20,43.47826087,10,4
45044,Brooklyn,Gravesend,24,8,11,43,379,11.35,55.81,18.6,25.58,79,122,214,clinton,23,53.48837209,17,2,20,46.51162791,7,6
45045,Brooklyn,Gravesend,12,,4,16,383,4.18,75,0,25,57,324,422,clinton,10,62.5,9,0,6,37.5,3,0
45046,Brooklyn,Gravesend,17,1,1,19,431,4.41,89.47,5.26,5.26,77,515,652,clinton,13,68.42105263,11,1,6,31.57894737,6,0
45047,Brooklyn,Gravesend,2,1,5,8,76,10.53,25,12.5,62.5,30,48,87,clinton,4,50,1,1,4,50,1,0
45048,Brooklyn,Brighton Beach,14,8,12,34,358,9.5,41.18,23.53,35.29,390,295,750,trump,23,67.64705882,9,5,11,32.35294118,5,3
45049,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1,1,3,5,125,4,20,20,60,71,47,140,trump,2,40,0,1,3,60,1,0
45050,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14,2,10,26,525,4.95,53.85,7.69,38.46,279,222,573,trump,13,50,6,1,13,50,8,1
45051,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,10,5,12,27,332,8.13,37.04,18.52,44.44,156,172,362,clinton,15,55.55555556,7,2,12,44.44444444,3,3
45052,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1,3,3,7,94,7.45,14.29,42.86,42.86,66,27,109,trump,4,57.14285714,0,3,3,42.85714286,1,0
45053,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,17,7,3,27,348,7.76,62.96,25.93,11.11,207,137,364,trump,16,59.25925926,10,3,11,40.74074074,7,4
45054,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11,6,4,21,259,8.11,52.38,28.57,19.05,137,115,280,trump,10,47.61904762,6,2,11,52.38095238,5,4
45055,Brooklyn,Bensonhurst East,2,,0,2,34,5.88,100,0,0,17,17,39,clinton,2,100,2,0,0,0,0,0
45056,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,15,4,6,25,276,9.06,60,16,24,89,182,312,clinton,17,68,12,1,8,32,3,3
45057,Brooklyn,Homecrest,13,13,11,37,499,7.41,35.14,35.14,29.73,269,213,528,trump,14,37.83783784,7,3,23,62.16216216,6,10
45058,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16,12,13,41,423,9.69,39.02,29.27,31.71,148,155,360,clinton,25,60.97560976,10,9,16,39.02439024,6,3
45059,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,5,8,19,436,4.36,31.58,26.32,42.11,213,230,498,clinton,13,68.42105263,1,5,6,31.57894737,5,0
45060,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,26,6,10,42,490,8.57,61.9,14.29,23.81,99,318,439,clinton,21,50,13,2,21,50,13,4
45061,Brooklyn,Brighton Beach,14,1,3,18,196,9.18,77.78,5.56,16.67,26,165,211,clinton,8,44.44444444,7,0,10,55.55555556,7,1
45062,Brooklyn,Brighton Beach,25,12,10,47,429,10.96,53.19,25.53,21.28,159,383,592,clinton,24,51.06382979,12,7,23,48.93617021,13,5
45063,Brooklyn,Brighton Beach,13,,4,17,275,6.18,76.47,0,23.53,65,205,308,clinton,7,41.17647059,6,0,10,58.82352941,7,0
45064,Brooklyn,Brighton Beach,27,17,19,63,482,13.07,42.86,26.98,30.16,389,159,627,trump,30,47.61904762,14,10,33,52.38095238,13,7
45065,Brooklyn,Brighton Beach,11,10,9,30,332,9.04,36.67,33.33,30,206,119,349,trump,20,66.66666667,6,9,10,33.33333333,5,1
45066,Brooklyn,Brighton Beach,29,17,13,59,598,9.87,49.15,28.81,22.03,375,176,615,trump,36,61.01694915,18,11,23,38.98305085,11,6
45067,Brooklyn,Brighton Beach,11,11,5,27,412,6.55,40.74,40.74,18.52,238,49,313,trump,21,77.77777778,9,9,6,22.22222222,2,2
45068,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,14,25,9,48,425,11.29,29.17,52.08,18.75,288,127,483,trump,25,52.08333333,8,13,23,47.91666667,6,12
45069,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,9,12,13,34,454,7.49,26.47,35.29,38.24,305,125,500,trump,18,52.94117647,5,6,16,47.05882353,4,6
45070,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,10,22,14,46,485,9.48,21.74,47.83,30.43,331,141,531,trump,22,47.82608696,5,10,24,52.17391304,5,12
45071,Brooklyn,Brighton Beach,9,12,10,31,367,8.45,29.03,38.71,32.26,237,111,388,trump,19,61.29032258,4,10,12,38.70967742,5,2
45072,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12,6,3,21,266,7.89,57.14,28.57,14.29,157,99,370,trump,15,71.42857143,7,5,6,28.57142857,5,1
45073,Brooklyn,Brighton Beach,21,7,3,31,432,7.18,67.74,22.58,9.68,321,110,475,trump,21,67.74193548,15,5,10,32.25806452,6,2
45074,Brooklyn,Brighton Beach,22,28,16,66,609,10.84,33.33,42.42,24.24,558,137,777,trump,38,57.57575758,11,18,28,42.42424242,11,10
45075,Brooklyn,Brighton Beach,4,16,10,30,575,5.22,13.33,53.33,33.33,434,170,661,trump,12,40,1,8,18,60,3,8
45076,Brooklyn,Homecrest,5,4,4,13,339,3.83,38.46,30.77,30.77,0,0,0,none,8,61.53846154,3,2,5,38.46153846,2,2
45077,Brooklyn,Brighton Beach,8,1,7,16,342,4.68,50,6.25,43.75,0,0,0,none,9,56.25,4,1,7,43.75,4,0
45078,Brooklyn,Madison,14,5,6,25,422,5.92,56,20,24,0,0,0,none,10,40,6,3,15,60,8,2
46001,Brooklyn,Seagate-Coney Island,44,29,19,92,466,19.74,47.83,31.52,20.65,297,165,499,trump,49,53.26086957,25,16,43,46.73913043,19,13
46002,Brooklyn,Seagate-Coney Island,19,11,7,37,416,8.89,51.35,29.73,18.92,263,269,581,clinton,16,43.24324324,9,6,21,56.75675676,10,5
46003,Brooklyn,Seagate-Coney Island,39,18,13,70,409,17.11,55.71,25.71,18.57,96,51,164,trump,40,57.14285714,25,8,30,42.85714286,14,10
46004,Brooklyn,Seagate-Coney Island,18,7,7,32,494,6.48,56.25,21.88,21.88,62,426,537,clinton,17,53.125,12,3,15,46.875,6,4
46005,Brooklyn,Seagate-Coney Island,29,1,5,35,486,7.2,82.86,2.86,14.29,51,445,549,clinton,19,54.28571429,17,0,16,45.71428571,12,1
46006,Brooklyn,Seagate-Coney Island,24,2,7,33,356,9.27,72.73,6.06,21.21,25,313,361,clinton,23,69.6969697,17,1,10,30.3030303,7,1
46007,Brooklyn,Seagate-Coney Island,25,2,5,32,412,7.77,78.13,6.25,15.63,208,330,688,clinton,19,59.375,16,1,13,40.625,9,1
46008,Brooklyn,Seagate-Coney Island,31,2,7,40,537,7.45,77.5,5,17.5,140,389,620,clinton,25,62.5,20,0,15,37.5,11,2
46009,Brooklyn,Seagate-Coney Island,9,3,6,18,383,4.7,50,16.67,33.33,67,312,422,clinton,9,50,4,1,9,50,5,2
46010,Brooklyn,Seagate-Coney Island,21,1,4,26,422,6.16,80.77,3.85,15.38,53,359,446,clinton,14,53.84615385,12,0,12,46.15384615,9,1
46011,Brooklyn,Seagate-Coney Island,20,9,3,32,404,7.92,62.5,28.13,9.38,219,187,578,trump,24,75,15,6,8,25,5,3
46012,Brooklyn,Seagate-Coney Island,15,2,10,27,462,5.84,55.56,7.41,37.04,57,482,563,clinton,16,59.25925926,10,1,11,40.74074074,5,1
46013,Brooklyn,Seagate-Coney Island,18,4,1,23,373,6.17,78.26,17.39,4.35,32,431,497,clinton,13,56.52173913,10,2,10,43.47826087,8,2
46014,Brooklyn,Seagate-Coney Island,37,3,2,42,402,10.45,88.1,7.14,4.76,78,434,559,clinton,19,45.23809524,19,0,23,54.76190476,18,3
46015,Brooklyn,Seagate-Coney Island,29,1,6,36,431,8.35,80.56,2.78,16.67,71,432,547,clinton,26,72.22222222,20,1,10,27.77777778,9,0
46016,Brooklyn,Seagate-Coney Island,14,2,12,28,430,6.51,50,7.14,42.86,87,446,581,clinton,15,53.57142857,10,0,13,46.42857143,4,2
46017,Brooklyn,West Brighton,18,11,13,42,433,9.7,42.86,26.19,30.95,334,89,463,trump,28,66.66666667,15,7,14,33.33333333,3,4
46018,Brooklyn,West Brighton,19,25,17,61,398,15.33,31.15,40.98,27.87,459,130,646,trump,33,54.09836066,11,15,28,45.90163934,8,10
46019,Brooklyn,Seagate-Coney Island,12,16,14,42,625,6.72,28.57,38.1,33.33,424,186,655,trump,26,61.9047619,7,11,16,38.0952381,5,5
46020,Brooklyn,Brighton Beach,13,9,6,28,450,6.22,46.43,32.14,21.43,205,129,368,trump,15,53.57142857,9,3,13,46.42857143,4,6
46021,Brooklyn,West Brighton,11,18,11,40,494,8.1,27.5,45,27.5,356,135,536,trump,18,45,5,8,22,55,6,10
46022,Brooklyn,West Brighton,7,15,8,30,437,6.86,23.33,50,26.67,318,113,450,trump,19,63.33333333,6,8,11,36.66666667,1,7
46023,Brooklyn,West Brighton,16,9,8,33,391,8.44,48.48,27.27,24.24,270,104,407,trump,16,48.48484848,9,3,17,51.51515152,7,6
46024,Brooklyn,West Brighton,28,27,17,72,437,16.48,38.89,37.5,23.61,304,125,450,trump,43,59.72222222,14,15,29,40.27777778,14,12
46025,Brooklyn,West Brighton,17,4,5,26,456,5.7,65.38,15.38,19.23,309,144,493,trump,16,61.53846154,10,2,10,38.46153846,7,2
46026,Brooklyn,Seagate-Coney Island,19,26,6,51,591,8.63,37.25,50.98,11.76,363,219,630,trump,27,52.94117647,10,13,24,47.05882353,9,13
46027,Brooklyn,West Brighton,13,6,4,23,270,8.52,56.52,26.09,17.39,198,72,285,trump,10,43.47826087,7,3,13,56.52173913,6,3
46028,Brooklyn,West Brighton,62,26,14,102,391,26.09,60.78,25.49,13.73,256,127,431,trump,60,58.82352941,37,15,42,41.17647059,25,11
46029,Brooklyn,West Brighton,8,9,5,22,415,5.3,36.36,40.91,22.73,266,142,437,trump,15,68.18181818,7,5,7,31.81818182,1,4
46030,Brooklyn,West Brighton,13,17,8,38,415,9.16,34.21,44.74,21.05,293,114,424,trump,22,57.89473684,8,10,16,42.10526316,5,7
46031,Brooklyn,Bay Ridge,18,7,7,32,660,4.85,56.25,21.88,21.88,189,441,716,clinton,18,56.25,9,3,14,43.75,9,4
46032,Brooklyn,Seagate-Coney Island,20,1,5,26,323,8.05,76.92,3.85,19.23,65,243,330,clinton,20,76.92307692,16,0,6,23.07692308,4,1
46033,Brooklyn,Seagate-Coney Island,32,4,6,42,438,9.59,76.19,9.52,14.29,67,366,476,clinton,25,59.52380952,20,4,17,40.47619048,12,0
46034,Brooklyn,Bay Ridge,8,2,9,19,467,4.07,42.11,10.53,47.37,98,213,353,clinton,15,78.94736842,8,0,4,21.05263158,0,2
46035,Brooklyn,Dyker Heights,9,1,5,15,245,6.12,60,6.67,33.33,104,132,261,clinton,5,33.33333333,4,0,10,66.66666667,5,1
46036,Brooklyn,Bath Beach,15,9,7,31,483,6.42,48.39,29.03,22.58,372,225,683,trump,15,48.38709677,7,5,16,51.61290323,8,4
46038,Brooklyn,Gravesend,20,7,4,31,447,6.94,64.52,22.58,12.9,375,265,738,trump,15,48.38709677,11,2,16,51.61290323,9,5
46039,Brooklyn,Gravesend,11,6,3,20,321,6.23,55,30,15,304,292,692,trump,13,65,7,4,7,35,4,2
46040,Brooklyn,Seagate-Coney Island,7,1,5,13,163,7.98,53.85,7.69,38.46,64,91,169,clinton,9,69.23076923,4,1,4,30.76923077,3,0
46041,Brooklyn,Bay Ridge,14,12,12,38,736,5.16,36.84,31.58,31.58,298,407,815,clinton,24,63.15789474,9,6,14,36.84210526,5,6
46042,Brooklyn,Bath Beach,15,7,14,36,427,8.43,41.67,19.44,38.89,146,137,322,trump,19,52.77777778,7,4,17,47.22222222,8,3
46043,Brooklyn,Brighton Beach,8,18,5,31,421,7.36,25.81,58.06,16.13,309,227,609,trump,19,61.29032258,6,12,12,38.70967742,2,6
46044,Brooklyn,Brighton Beach,11,10,11,32,434,7.37,34.38,31.25,34.38,383,158,610,trump,17,53.125,6,7,15,46.875,5,3
46045,Brooklyn,Brighton Beach,21,4,6,31,434,7.14,67.74,12.9,19.35,233,230,528,trump,23,74.19354839,17,2,8,25.80645161,4,2
46046,Brooklyn,Brighton Beach,14,12,10,36,415,8.67,38.89,33.33,27.78,314,71,438,trump,21,58.33333333,8,8,15,41.66666667,6,4
46047,Brooklyn,Bath Beach,19,17,12,48,564,8.51,39.58,35.42,25,307,255,619,trump,24,50,13,5,24,50,6,12
46048,Brooklyn,Bay Ridge,19,7,10,36,577,6.24,52.78,19.44,27.78,220,375,655,clinton,18,50,11,2,18,50,8,5
46049,Brooklyn,Bay Ridge,7,8,8,23,623,3.69,30.43,34.78,34.78,208,384,686,clinton,10,43.47826087,4,1,13,56.52173913,3,7
46050,Brooklyn,Bay Ridge,13,7,11,31,657,4.72,41.94,22.58,35.48,343,381,840,clinton,17,54.83870968,7,3,14,45.16129032,6,4
46051,Brooklyn,Bay Ridge,6,10,5,21,500,4.2,28.57,47.62,23.81,377,301,765,trump,11,52.38095238,4,5,10,47.61904762,2,5
46052,Brooklyn,Bay Ridge,10,4,3,17,503,3.38,58.82,23.53,17.65,379,359,822,trump,8,47.05882353,5,1,9,52.94117647,5,3
46053,Brooklyn,Bay Ridge,16,2,11,29,582,4.98,55.17,6.9,37.93,237,367,699,clinton,11,37.93103448,7,1,18,62.06896552,9,1
46054,Brooklyn,Bay Ridge,6,8,8,22,570,3.86,27.27,36.36,36.36,195,350,633,clinton,12,54.54545455,2,4,10,45.45454545,4,4
46055,Brooklyn,Bay Ridge,12,6,8,26,607,4.28,46.15,23.08,30.77,228,446,770,clinton,16,61.53846154,9,2,10,38.46153846,3,4
46056,Brooklyn,Bay Ridge,8,5,9,22,583,3.77,36.36,22.73,40.91,153,408,635,clinton,9,40.90909091,2,3,13,59.09090909,6,2
46057,Brooklyn,Bay Ridge,6,9,3,18,517,3.48,33.33,50,16.67,277,346,729,clinton,10,55.55555556,2,6,8,44.44444444,4,3
46058,Brooklyn,Bay Ridge,15,9,6,30,657,4.57,50,30,20,201,418,717,clinton,19,63.33333333,10,6,11,36.66666667,5,3
46059,Brooklyn,Bay Ridge,26,7,7,40,638,6.27,65,17.5,17.5,224,436,767,clinton,19,47.5,14,3,20,50,12,3
46060,Brooklyn,Bay Ridge,9,7,13,29,698,4.15,31.03,24.14,44.83,303,477,902,clinton,15,51.72413793,6,4,14,48.27586207,3,3
46061,Brooklyn,Bay Ridge,10,7,3,20,389,5.14,50,35,15,293,358,769,clinton,13,65,6,5,7,35,4,2
46062,Brooklyn,Bay Ridge,12,6,8,26,613,4.24,46.15,23.08,30.77,325,503,978,clinton,11,42.30769231,4,3,15,57.69230769,8,3
46063,Brooklyn,Bay Ridge,13,8,6,27,658,4.1,48.15,29.63,22.22,177,327,593,clinton,13,48.14814815,6,4,14,51.85185185,7,4
46064,Brooklyn,Bay Ridge,17,9,13,39,704,5.54,43.59,23.08,33.33,320,405,844,clinton,23,58.97435897,9,7,16,41.02564103,8,2
46065,Brooklyn,Bay Ridge,13,11,6,30,684,4.39,43.33,36.67,20,275,422,814,clinton,14,46.66666667,8,4,16,53.33333333,5,7
46066,Brooklyn,Dyker Heights,13,8,13,34,573,5.93,38.24,23.53,38.24,192,224,471,clinton,21,61.76470588,6,6,13,38.23529412,7,2
46067,Brooklyn,Dyker Heights,11,13,14,38,580,6.55,28.95,34.21,36.84,442,261,790,trump,20,52.63157895,6,7,18,47.36842105,5,6
46068,Brooklyn,Dyker Heights,17,12,9,38,656,5.79,44.74,31.58,23.68,346,247,696,trump,20,52.63157895,9,5,18,47.36842105,8,7
46069,Brooklyn,Dyker Heights,14,10,7,31,578,5.36,45.16,32.26,22.58,301,239,610,trump,17,54.83870968,9,6,14,45.16129032,5,4
46070,Brooklyn,Dyker Heights,9,18,8,35,559,6.26,25.71,51.43,22.86,378,161,588,trump,19,54.28571429,4,12,16,45.71428571,5,6
46071,Brooklyn,Dyker Heights,17,11,9,37,596,6.21,45.95,29.73,24.32,340,235,649,trump,18,48.64864865,8,7,19,51.35135135,9,4
46072,Brooklyn,Dyker Heights,19,8,19,46,629,7.31,41.3,17.39,41.3,314,369,812,clinton,26,56.52173913,12,5,20,43.47826087,7,3
46073,Brooklyn,Brighton Beach,16,15,12,43,397,10.83,37.21,34.88,27.91,160,109,298,trump,20,46.51162791,7,9,23,53.48837209,9,6
46074,Brooklyn,Bay Ridge,,4,1,5,126,3.97,0,80,20,44,88,160,clinton,1,20,0,1,4,80,0,3
46075,Brooklyn,Bay Ridge,11,7,10,28,689,4.06,39.29,25,35.71,0,0,0,none,14,50,6,2,14,50,5,5
46076,Brooklyn,Bay Ridge,4,5,6,15,415,3.61,26.67,33.33,40,0,1,2,clinton,9,60,3,3,6,40,1,2
46077,Brooklyn,Gravesend,20,10,12,42,484,8.68,47.62,23.81,28.57,0,0,0,none,20,47.61904762,10,4,22,52.38095238,10,6
46078,Brooklyn,Bay Ridge,9,6,11,26,634,4.1,34.62,23.08,42.31,178,266,498,clinton,13,50,4,2,13,50,5,4
46079,Brooklyn,Dyker Heights,8,9,6,23,652,3.53,34.78,39.13,26.09,410,164,643,trump,12,52.17391304,6,5,11,47.82608696,2,4
46080,Brooklyn,Seagate-Coney Island,35,1,5,41,455,9.01,85.37,2.44,12.2,0,0,0,none,25,60.97560976,22,0,16,39.02439024,13,1
46081,Brooklyn,West Brighton,5,12,5,22,193,11.4,22.73,54.55,22.73,0,0,0,none,11,50,2,5,11,50,3,7
47001,Brooklyn,Bath Beach,13,12,12,37,415,8.92,35.14,32.43,32.43,305,285,661,trump,21,56.75675676,8,5,16,43.24324324,5,7
47002,Brooklyn,Bath Beach,13,6,8,27,381,7.09,48.15,22.22,29.63,258,292,648,clinton,13,48.14814815,5,3,14,51.85185185,8,3
47003,Brooklyn,Bensonhurst West,9,3,9,21,308,6.82,42.86,14.29,42.86,226,313,577,clinton,16,76.19047619,7,2,5,23.80952381,2,1
47004,Brooklyn,Bensonhurst West,4,1,0,5,42,11.9,80,20,0,17,20,47,clinton,3,60,2,1,2,40,2,0
47005,Brooklyn,Bath Beach,9,8,8,25,456,5.48,36,32,32,223,226,491,clinton,18,72,7,6,7,28,2,2
47006,Brooklyn,Bath Beach,18,5,16,39,497,7.85,46.15,12.82,41.03,188,292,524,clinton,19,48.71794872,10,3,20,51.28205128,8,2
47007,Brooklyn,Bensonhurst West,16,5,13,34,461,7.38,47.06,14.71,38.24,184,273,503,clinton,20,58.82352941,10,3,14,41.17647059,6,2
47008,Brooklyn,Bath Beach,13,6,18,37,480,7.71,35.14,16.22,48.65,209,182,439,trump,18,48.64864865,7,4,19,51.35135135,6,2
47009,Brooklyn,Bath Beach,9,9,7,25,519,4.82,36,36,28,284,296,650,clinton,15,60,7,5,10,40,2,4
47010,Brooklyn,Bensonhurst West,4,3,1,8,79,10.13,50,37.5,12.5,34,43,88,clinton,6,75,4,1,2,25,0,2
47011,Brooklyn,Bensonhurst West,17,3,7,27,428,6.31,62.96,11.11,25.93,217,202,471,trump,15,55.55555556,10,0,12,44.44444444,7,3
47012,Brooklyn,Bensonhurst West,14,9,11,34,441,7.71,41.18,26.47,32.35,197,241,488,clinton,19,55.88235294,11,4,15,44.11764706,3,5
47013,Brooklyn,Bath Beach,25,6,6,37,480,7.71,67.57,16.22,16.22,199,279,537,clinton,19,51.35135135,12,3,18,48.64864865,13,3
47014,Brooklyn,Bath Beach,24,10,18,52,541,9.61,46.15,19.23,34.62,245,277,571,clinton,28,53.84615385,15,4,24,46.15384615,9,6
47015,Brooklyn,Bath Beach,11,8,14,33,547,6.03,33.33,24.24,42.42,221,339,636,clinton,13,39.39393939,6,4,20,60.60606061,5,4
47016,Brooklyn,Bath Beach,16,10,12,38,359,10.58,42.11,26.32,31.58,153,186,391,clinton,24,63.15789474,11,9,14,36.84210526,5,1
47017,Brooklyn,Bensonhurst West,19,2,5,26,472,5.51,73.08,7.69,19.23,126,185,357,clinton,14,53.84615385,10,1,12,46.15384615,9,1
47018,Brooklyn,Bensonhurst West,26,12,11,49,496,9.88,53.06,24.49,22.45,302,231,599,trump,33,67.34693878,19,7,16,32.65306122,7,5
47019,Brooklyn,Bensonhurst West,7,2,4,13,106,12.26,53.85,15.38,30.77,57,50,123,trump,8,61.53846154,4,1,5,38.46153846,3,1
47020,Brooklyn,Bensonhurst West,19,11,9,39,446,8.74,48.72,28.21,23.08,219,226,500,clinton,23,58.97435897,12,5,16,41.02564103,7,6
47021,Brooklyn,Bensonhurst West,15,8,10,33,431,7.66,45.45,24.24,30.3,181,245,498,clinton,17,51.51515152,9,3,16,48.48484848,6,5
47022,Brooklyn,Bensonhurst West,13,7,13,33,344,9.59,39.39,21.21,39.39,159,181,371,clinton,19,57.57575758,7,4,14,42.42424242,6,3
47023,Brooklyn,Bensonhurst East,31,5,11,47,447,10.51,65.96,10.64,23.4,203,238,499,clinton,26,55.31914894,17,4,21,44.68085106,14,1
