aded,boro,nta_name,DEM,REP,ALL_OTH,total_first2016,total_voted2016,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes,winner,female_first2016,pct_female_first2016,female_first2016_dem,female_first2016_rep,male_first2016,pct_male_first2016,male_first2016_dem,male_first2016_rep
81070,Bronx,North Riverdale-Fieldston-Riverdale,3,3,2,8,191,4.19,37.5,37.5,25,30,147,206,clinton,2,25,1,0,6,75,2,3
81071,Bronx,North Riverdale-Fieldston-Riverdale,7,2,3,12,467,2.57,58.33,16.67,25,159,626,928,clinton,5,41.66666667,3,2,7,58.33333333,4,0
81072,Bronx,North Riverdale-Fieldston-Riverdale,14,3,1,18,698,2.58,77.78,16.67,5.56,115,435,656,clinton,14,77.77777778,11,3,4,22.22222222,3,0
81073,Bronx,North Riverdale-Fieldston-Riverdale,12,5,1,18,692,2.6,66.67,27.78,5.56,81,349,505,clinton,9,50,8,1,9,50,4,4
81074,Bronx,Spuyten Duyvil-Kingsbridge,8,3,3,14,502,2.79,57.14,21.43,21.43,87,407,610,clinton,8,57.14285714,5,1,6,42.85714286,3,2
81075,Bronx,Spuyten Duyvil-Kingsbridge,9,1,5,15,572,2.62,60,6.67,33.33,82,445,635,clinton,8,53.33333333,5,0,7,46.66666667,4,1
81076,Bronx,Spuyten Duyvil-Kingsbridge,6,,6,12,497,2.41,50,0,50,85,390,576,clinton,6,50,3,0,6,50,3,0
81077,Bronx,Spuyten Duyvil-Kingsbridge,11,2,4,17,484,3.51,64.71,11.76,23.53,79,386,543,clinton,9,52.94117647,9,0,8,47.05882353,2,2
81078,Bronx,Spuyten Duyvil-Kingsbridge,16,2,2,20,738,2.71,80,10,10,141,637,986,clinton,16,80,12,2,4,20,4,0
81079,Bronx,North Riverdale-Fieldston-Riverdale,14,1,1,16,626,2.56,87.5,6.25,6.25,151,444,704,clinton,7,43.75,6,1,9,56.25,8,0
81080,Bronx,Spuyten Duyvil-Kingsbridge,4,1,3,8,614,1.3,50,12.5,37.5,86,502,708,clinton,3,37.5,0,1,5,62.5,4,0
81081,Bronx,Spuyten Duyvil-Kingsbridge,6,1,1,8,437,1.83,75,12.5,12.5,53,371,503,clinton,7,87.5,5,1,1,12.5,1,0
81082,Bronx,Spuyten Duyvil-Kingsbridge,7,1,4,12,452,2.65,58.33,8.33,33.33,71,329,501,clinton,7,58.33333333,5,0,5,41.66666667,2,1
81083,Bronx,Spuyten Duyvil-Kingsbridge,12,2,2,16,427,3.75,75,12.5,12.5,75,342,566,clinton,8,50,6,1,8,50,6,1
81084,Bronx,Spuyten Duyvil-Kingsbridge,9,2,3,14,731,1.92,64.29,14.29,21.43,122,580,864,clinton,7,50,4,2,7,50,5,0
81085,Bronx,Spuyten Duyvil-Kingsbridge,7,1,3,11,296,3.72,63.64,9.09,27.27,50,217,311,clinton,7,63.63636364,6,0,4,36.36363636,1,1
81086,Bronx,Spuyten Duyvil-Kingsbridge,5,,4,9,508,1.77,55.56,0,44.44,119,372,591,clinton,3,33.33333333,2,0,6,66.66666667,3,0
81087,Bronx,Spuyten Duyvil-Kingsbridge,8,2,1,11,461,2.39,72.73,18.18,9.09,71,349,512,clinton,3,27.27272727,3,0,8,72.72727273,5,2
81088,Bronx,Spuyten Duyvil-Kingsbridge,8,1,1,10,444,2.25,80,10,10,128,294,488,clinton,5,50,4,0,5,50,4,1
81089,Bronx,Spuyten Duyvil-Kingsbridge,5,1,2,8,408,1.96,62.5,12.5,25,66,337,458,clinton,2,25,2,0,6,75,3,1
81090,Bronx,Spuyten Duyvil-Kingsbridge,,1,3,4,434,0.92,0,25,75,46,371,511,clinton,2,50,0,0,2,50,0,1
81091,Bronx,North Riverdale-Fieldston-Riverdale,13,1,7,21,379,5.54,61.9,4.76,33.33,59,343,512,clinton,15,71.42857143,12,0,6,28.57142857,1,1
81092,Bronx,Norwood,12,,1,13,324,4.01,92.31,0,7.69,15,321,389,clinton,10,76.92307692,10,0,3,23.07692308,2,0
81093,Bronx,Norwood,9,3,1,13,515,2.52,69.23,23.08,7.69,34,497,587,clinton,8,61.53846154,5,2,5,38.46153846,4,1
81094,Bronx,Norwood,13,,1,14,463,3.02,92.86,0,7.14,47,424,526,clinton,9,64.28571429,8,0,5,35.71428571,5,0
81095,Bronx,Norwood,6,1,1,8,251,3.19,75,12.5,12.5,44,208,291,clinton,4,50,2,1,4,50,4,0
81096,Bronx,Norwood,10,1,4,15,377,3.98,66.67,6.67,26.67,41,311,543,clinton,9,60,6,1,6,40,4,0
81097,Bronx,Norwood,18,1,2,21,448,4.69,85.71,4.76,9.52,20,421,497,clinton,10,47.61904762,9,1,11,52.38095238,9,0
81098,Bronx,Norwood,21,3,4,28,499,5.61,75,10.71,14.29,35,398,516,clinton,21,75,16,1,7,25,5,2
81099,Bronx,Norwood,19,3,8,30,618,4.85,63.33,10,26.67,67,588,766,clinton,16,53.33333333,10,0,14,46.66666667,9,3
81100,Bronx,Norwood,12,,2,14,404,3.47,85.71,0,14.29,18,386,460,clinton,8,57.14285714,7,0,6,42.85714286,5,0
81104,Bronx,Van Cortlandt Village,,,1,1,1,100,0,0,100,4,18,24,clinton,0,0,0,0,1,100,0,0
81107,Bronx,0,5,1,2,8,126,6.35,62.5,12.5,25,2,84,100,clinton,3,37.5,2,0,5,62.5,3,1
82001,Bronx,Schuylerville-Throgs Neck-Edgewater Park,10,5,6,21,586,3.58,47.62,23.81,28.57,366,157,593,trump,10,47.61904762,5,2,11,52.38095238,5,3
82002,Bronx,Schuylerville-Throgs Neck-Edgewater Park,14,4,9,27,529,5.1,51.85,14.81,33.33,318,238,654,trump,19,70.37037037,11,2,8,29.62962963,3,2
82003,Bronx,Schuylerville-Throgs Neck-Edgewater Park,5,8,9,22,332,6.63,22.73,36.36,40.91,213,112,365,trump,12,54.54545455,4,4,10,45.45454545,1,4
82004,Bronx,Schuylerville-Throgs Neck-Edgewater Park,15,4,7,26,501,5.19,57.69,15.38,26.92,318,168,583,trump,8,30.76923077,6,0,18,69.23076923,9,4
82005,Bronx,Schuylerville-Throgs Neck-Edgewater Park,25,12,11,48,666,7.21,52.08,25,22.92,295,354,733,clinton,25,52.08333333,14,7,23,47.91666667,11,5
82006,Bronx,Schuylerville-Throgs Neck-Edgewater Park,19,10,8,37,480,7.71,51.35,27.03,21.62,187,284,517,clinton,22,59.45945946,14,4,15,40.54054054,5,6
82007,Bronx,Schuylerville-Throgs Neck-Edgewater Park,17,4,10,31,484,6.4,54.84,12.9,32.26,213,245,516,clinton,12,38.70967742,7,2,19,61.29032258,10,2
82008,Bronx,Schuylerville-Throgs Neck-Edgewater Park,23,4,8,35,590,5.93,65.71,11.43,22.86,135,445,648,clinton,20,57.14285714,15,1,14,40,8,2
82009,Bronx,Schuylerville-Throgs Neck-Edgewater Park,12,8,13,33,548,6.02,36.36,24.24,39.39,160,245,466,clinton,19,57.57575758,7,3,14,42.42424242,5,5
82010,Bronx,Schuylerville-Throgs Neck-Edgewater Park,8,3,7,18,545,3.3,44.44,16.67,38.89,187,488,758,clinton,9,50,5,1,9,50,3,2
82011,Bronx,Schuylerville-Throgs Neck-Edgewater Park,15,8,8,31,506,6.13,48.39,25.81,25.81,148,347,547,clinton,15,48.38709677,9,3,16,51.61290323,6,5
82012,Bronx,Schuylerville-Throgs Neck-Edgewater Park,16,,1,17,331,5.14,94.12,0,5.88,16,324,376,clinton,8,47.05882353,8,0,9,52.94117647,8,0
82013,Bronx,Schuylerville-Throgs Neck-Edgewater Park,16,,1,17,426,3.99,94.12,0,5.88,17,426,471,clinton,13,76.47058824,12,0,4,23.52941176,4,0
82014,Bronx,Schuylerville-Throgs Neck-Edgewater Park,6,,2,8,187,4.28,75,0,25,10,176,201,clinton,5,62.5,4,0,3,37.5,2,0
82015,Bronx,Schuylerville-Throgs Neck-Edgewater Park,17,2,4,23,501,4.59,73.91,8.7,17.39,26,470,538,clinton,15,65.2173913,10,1,8,34.7826087,7,1
82016,Bronx,Schuylerville-Throgs Neck-Edgewater Park,21,2,9,32,554,5.78,65.63,6.25,28.13,136,312,531,clinton,15,46.875,12,0,16,50,8,2
82017,Bronx,Schuylerville-Throgs Neck-Edgewater Park,23,10,5,38,535,7.1,60.53,26.32,13.16,223,365,667,clinton,19,50,11,6,19,50,12,4
82018,Bronx,Schuylerville-Throgs Neck-Edgewater Park,10,2,5,17,303,5.61,58.82,11.76,29.41,67,246,359,clinton,13,76.47058824,9,1,4,23.52941176,1,1
82019,Bronx,Schuylerville-Throgs Neck-Edgewater Park,13,6,10,29,328,8.84,44.83,20.69,34.48,118,206,351,clinton,14,48.27586207,8,2,15,51.72413793,5,4
82020,Bronx,Schuylerville-Throgs Neck-Edgewater Park,8,3,2,13,379,3.43,61.54,23.08,15.38,166,199,417,clinton,5,38.46153846,4,1,8,61.53846154,4,2
82021,Bronx,Schuylerville-Throgs Neck-Edgewater Park,19,2,4,25,315,7.94,76,8,16,91,207,324,clinton,18,72,14,0,7,28,5,2
82022,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,19,8,8,35,523,6.69,54.29,22.86,22.86,158,352,571,clinton,18,51.42857143,10,4,17,48.57142857,9,4
82023,Bronx,Westchester-Unionport,20,1,7,28,476,5.88,71.43,3.57,25,51,408,506,clinton,15,53.57142857,11,1,13,46.42857143,9,0
82024,Bronx,Schuylerville-Throgs Neck-Edgewater Park,20,6,9,35,536,6.53,57.14,17.14,25.71,137,370,564,clinton,25,71.42857143,14,5,10,28.57142857,6,1
82025,Bronx,Schuylerville-Throgs Neck-Edgewater Park,17,1,2,20,501,3.99,85,5,10,157,324,534,clinton,10,50,9,0,10,50,8,1
82027,Bronx,Westchester-Unionport,10,4,6,20,380,5.26,50,20,30,31,272,330,clinton,10,50,7,0,10,50,3,4
82028,Bronx,Westchester-Unionport,32,4,8,44,539,8.16,72.73,9.09,18.18,61,521,633,clinton,27,61.36363636,20,3,17,38.63636364,12,1
82029,Bronx,Westchester-Unionport,6,,2,8,145,5.52,75,0,25,25,126,174,clinton,4,50,3,0,4,50,3,0
82030,Bronx,Van Nest-Morris Park-Westchester Square,14,3,9,26,501,5.19,53.85,11.54,34.62,64,438,592,clinton,14,53.84615385,8,0,12,46.15384615,6,3
82031,Bronx,Van Nest-Morris Park-Westchester Square,11,2,6,19,568,3.35,57.89,10.53,31.58,75,716,863,clinton,10,52.63157895,5,1,9,47.36842105,6,1
82032,Bronx,Van Nest-Morris Park-Westchester Square,12,10,6,28,544,5.15,42.86,35.71,21.43,188,330,596,clinton,12,42.85714286,6,4,16,57.14285714,6,6
82033,Bronx,Schuylerville-Throgs Neck-Edgewater Park,14,5,6,25,469,5.33,56,20,24,168,268,490,clinton,14,56,9,2,11,44,5,3
82034,Bronx,Pelham Bay-Country Club-City Island,9,5,7,21,388,5.41,42.86,23.81,33.33,134,240,425,clinton,13,61.9047619,4,3,8,38.0952381,5,2
82035,Bronx,Pelham Bay-Country Club-City Island,18,6,12,36,598,6.02,50,16.67,33.33,218,362,638,clinton,25,69.44444444,15,4,11,30.55555556,3,2
82036,Bronx,Pelham Bay-Country Club-City Island,25,9,7,41,614,6.68,60.98,21.95,17.07,231,443,744,clinton,24,58.53658537,17,3,17,41.46341463,8,6
82037,Bronx,Pelham Bay-Country Club-City Island,12,4,4,20,452,4.42,60,20,20,125,316,491,clinton,7,35,5,1,13,65,7,3
82038,Bronx,Pelham Bay-Country Club-City Island,14,4,3,21,573,3.66,66.67,19.05,14.29,91,335,485,clinton,12,57.14285714,8,2,9,42.85714286,6,2
82039,Bronx,Pelham Bay-Country Club-City Island,18,5,9,32,494,6.48,56.25,15.63,28.13,189,434,711,clinton,18,56.25,12,2,14,43.75,6,3
82040,Bronx,Schuylerville-Throgs Neck-Edgewater Park,11,9,6,26,452,5.75,42.31,34.62,23.08,215,230,492,clinton,15,57.69230769,9,4,11,42.30769231,2,5
82041,Bronx,Schuylerville-Throgs Neck-Edgewater Park,13,2,8,23,517,4.45,56.52,8.7,34.78,277,231,557,trump,12,52.17391304,5,1,11,47.82608696,8,1
82042,Bronx,Schuylerville-Throgs Neck-Edgewater Park,6,3,7,16,272,5.88,37.5,18.75,43.75,130,135,306,clinton,8,50,3,1,8,50,3,2
82043,Bronx,Schuylerville-Throgs Neck-Edgewater Park,15,7,10,32,461,6.94,46.88,21.88,31.25,254,194,499,trump,10,31.25,5,2,22,68.75,10,5
82044,Bronx,Pelham Bay-Country Club-City Island,9,8,9,26,474,5.49,34.62,30.77,34.62,257,210,528,trump,15,57.69230769,7,5,11,42.30769231,2,3
82045,Bronx,Pelham Bay-Country Club-City Island,6,10,6,22,396,5.56,27.27,45.45,27.27,229,146,428,trump,13,59.09090909,3,6,9,40.90909091,3,4
82046,Bronx,Pelham Bay-Country Club-City Island,8,7,13,28,468,5.98,28.57,25,46.43,267,173,525,trump,18,64.28571429,5,4,10,35.71428571,3,3
82047,Bronx,Pelham Bay-Country Club-City Island,13,9,9,31,450,6.89,41.94,29.03,29.03,254,177,500,trump,12,38.70967742,6,3,19,61.29032258,7,6
82048,Bronx,Pelham Bay-Country Club-City Island,23,19,23,65,518,12.55,35.38,29.23,35.38,291,208,560,trump,32,49.23076923,10,7,33,50.76923077,13,12
82049,Bronx,Pelham Bay-Country Club-City Island,9,16,10,35,609,5.75,25.71,45.71,28.57,375,215,642,trump,19,54.28571429,4,10,16,45.71428571,5,6
82050,Bronx,Pelham Bay-Country Club-City Island,11,8,10,29,385,7.53,37.93,27.59,34.48,91,212,342,clinton,18,62.06896552,7,4,11,37.93103448,4,4
82051,Bronx,Pelham Bay-Country Club-City Island,14,7,2,23,560,4.11,60.87,30.43,8.7,158,390,612,clinton,15,65.2173913,9,4,8,34.7826087,5,3
82052,Bronx,Pelham Bay-Country Club-City Island,23,11,10,44,595,7.39,52.27,25,22.73,196,365,652,clinton,20,45.45454545,9,5,24,54.54545455,14,6
82053,Bronx,Pelham Bay-Country Club-City Island,13,3,5,21,417,5.04,61.9,14.29,23.81,99,296,442,clinton,12,57.14285714,8,1,9,42.85714286,5,2
82054,Bronx,Eastchester-Edenwald-Baychester,1,,0,1,52,1.92,100,0,0,1,49,50,clinton,1,100,1,0,0,0,0,0
82055,Bronx,Pelham Bay-Country Club-City Island,12,8,4,24,385,6.23,50,33.33,16.67,163,196,387,clinton,11,45.83333333,6,3,13,54.16666667,6,5
82056,Bronx,Van Nest-Morris Park-Westchester Square,10,2,3,15,436,3.44,66.67,13.33,20,163,255,553,clinton,4,26.66666667,3,1,11,73.33333333,7,1
82057,Bronx,Van Nest-Morris Park-Westchester Square,14,4,3,21,417,5.04,66.67,19.05,14.29,154,213,466,clinton,14,66.66666667,10,2,7,33.33333333,4,2
82058,Bronx,Van Nest-Morris Park-Westchester Square,13,4,4,21,443,4.74,61.9,19.05,19.05,213,218,476,clinton,13,61.9047619,8,4,8,38.0952381,5,0
82059,Bronx,Van Nest-Morris Park-Westchester Square,2,,1,3,38,7.89,66.67,0,33.33,5,25,42,clinton,2,66.66666667,1,0,1,33.33333333,1,0
82060,Bronx,Pelham Bay-Country Club-City Island,6,2,4,12,518,2.32,50,16.67,33.33,233,270,575,clinton,7,58.33333333,3,1,5,41.66666667,3,1
82061,Bronx,Pelham Bay-Country Club-City Island,11,8,3,22,553,3.98,50,36.36,13.64,240,303,637,clinton,13,59.09090909,10,2,9,40.90909091,1,6
82062,Bronx,Pelham Bay-Country Club-City Island,7,2,9,18,468,3.85,38.89,11.11,50,219,240,536,clinton,9,50,5,0,9,50,2,2
82063,Bronx,Pelham Bay-Country Club-City Island,4,2,3,9,430,2.09,44.44,22.22,33.33,183,236,478,clinton,3,33.33333333,1,0,6,66.66666667,3,2
82064,Bronx,Van Nest-Morris Park-Westchester Square,22,3,4,29,549,5.28,75.86,10.34,13.79,72,269,396,clinton,20,68.96551724,15,1,9,31.03448276,7,2
82065,Bronx,Co-op City,3,2,1,6,398,1.51,50,33.33,16.67,57,725,850,clinton,3,50,2,1,3,50,1,1
82066,Bronx,Co-op City,3,,3,6,422,1.42,50,0,50,40,365,449,clinton,3,50,2,0,3,50,1,0
82067,Bronx,Co-op City,13,,0,13,503,2.58,100,0,0,34,441,515,clinton,8,61.53846154,8,0,5,38.46153846,5,0
82068,Bronx,Co-op City,4,1,3,8,387,2.07,50,12.5,37.5,22,347,410,clinton,4,50,3,1,4,50,1,0
82069,Bronx,Co-op City,7,4,1,12,427,2.81,58.33,33.33,8.33,29,376,435,clinton,7,58.33333333,5,2,5,41.66666667,2,2
82070,Bronx,Co-op City,3,,1,4,352,1.14,75,0,25,23,319,388,clinton,1,25,1,0,3,75,2,0
82071,Bronx,Co-op City,4,1,4,9,405,2.22,44.44,11.11,44.44,19,379,436,clinton,3,33.33333333,0,0,6,66.66666667,4,1
82072,Bronx,Co-op City,10,1,1,12,440,2.73,83.33,8.33,8.33,27,389,455,clinton,6,50,5,0,6,50,5,1
82073,Bronx,Co-op City,4,,2,6,407,1.47,66.67,0,33.33,22,359,430,clinton,3,50,2,0,3,50,2,0
82074,Bronx,Co-op City,7,,3,10,342,2.92,70,0,30,23,308,376,clinton,6,60,5,0,4,40,2,0
82075,Bronx,Co-op City,1,,1,2,335,0.6,50,0,50,13,304,348,clinton,2,100,1,0,0,0,0,0
82076,Bronx,Co-op City,6,1,4,11,380,2.89,54.55,9.09,36.36,14,312,359,clinton,5,45.45454545,2,0,6,54.54545455,4,1
82077,Bronx,Co-op City,8,1,1,10,448,2.23,80,10,10,17,399,470,clinton,5,50,4,0,5,50,4,1
82078,Bronx,Co-op City,7,2,2,11,470,2.34,63.64,18.18,18.18,28,437,499,clinton,7,63.63636364,4,1,4,36.36363636,3,1
82079,Bronx,Co-op City,7,,1,8,485,1.65,87.5,0,12.5,26,439,516,clinton,3,37.5,3,0,5,62.5,4,0
82080,Bronx,Co-op City,7,,3,10,396,2.53,70,0,30,0,0,0,none,7,70,6,0,3,30,1,0
82081,Bronx,Co-op City,6,1,8,15,410,3.66,40,6.67,53.33,30,374,444,clinton,6,40,2,1,9,60,4,0
82082,Bronx,Co-op City,5,1,0,6,282,2.13,83.33,16.67,0,21,250,305,clinton,4,66.66666667,4,0,2,33.33333333,1,1
82083,Bronx,Co-op City,3,,1,4,99,4.04,75,0,25,11,85,105,clinton,3,75,2,0,1,25,1,0
82084,Bronx,Co-op City,7,,2,9,508,1.77,77.78,0,22.22,27,480,565,clinton,5,55.55555556,5,0,4,44.44444444,2,0
82085,Bronx,Co-op City,7,1,1,9,379,2.37,77.78,11.11,11.11,34,335,407,clinton,5,55.55555556,3,1,4,44.44444444,4,0
82086,Bronx,Co-op City,6,,1,7,358,1.96,85.71,0,14.29,21,330,407,clinton,2,28.57142857,2,0,5,71.42857143,4,0
82087,Bronx,Co-op City,6,1,1,8,363,2.2,75,12.5,12.5,17,346,411,clinton,2,25,2,0,6,75,4,1
82088,Bronx,Co-op City,1,,1,2,419,0.48,50,0,50,15,388,453,clinton,0,0,0,0,2,100,1,0
82089,Bronx,Co-op City,11,,1,12,436,2.75,91.67,0,8.33,28,406,469,clinton,10,83.33333333,9,0,2,16.66666667,2,0
82090,Bronx,Co-op City,4,1,5,10,402,2.49,40,10,50,30,361,433,clinton,4,40,2,1,6,60,2,0
82091,Bronx,Co-op City,2,1,1,4,219,1.83,50,25,25,20,201,240,clinton,2,50,1,1,2,50,1,0
82092,Bronx,Co-op City,6,,3,9,526,1.71,66.67,0,33.33,34,491,581,clinton,3,33.33333333,2,0,6,66.66666667,4,0
82093,Bronx,Co-op City,7,,0,7,403,1.74,100,0,0,27,374,438,clinton,6,85.71428571,6,0,1,14.28571429,1,0
82094,Bronx,Co-op City,6,1,2,9,395,2.28,66.67,11.11,22.22,20,373,449,clinton,5,55.55555556,2,1,4,44.44444444,4,0
82095,Bronx,Co-op City,9,1,1,11,555,1.98,81.82,9.09,9.09,31,502,597,clinton,5,45.45454545,4,1,6,54.54545455,5,0
82096,Bronx,Co-op City,4,,2,6,342,1.75,66.67,0,33.33,22,326,386,clinton,3,50,2,0,3,50,2,0
82097,Bronx,Co-op City,10,1,5,16,455,3.52,62.5,6.25,31.25,43,400,503,clinton,7,43.75,4,1,9,56.25,6,0
82098,Bronx,Co-op City,8,1,5,14,540,2.59,57.14,7.14,35.71,42,473,553,clinton,11,78.57142857,7,1,3,21.42857143,1,0
82099,Bronx,Co-op City,5,,2,7,463,1.51,71.43,0,28.57,16,444,511,clinton,4,57.14285714,3,0,3,42.85714286,2,0
82100,Bronx,Co-op City,8,3,0,11,422,2.61,72.73,27.27,0,29,386,457,clinton,9,81.81818182,8,1,2,18.18181818,0,2
82101,Bronx,Co-op City,3,,0,3,379,0.79,100,0,0,15,363,407,clinton,2,66.66666667,2,0,1,33.33333333,1,0
82102,Bronx,Co-op City,3,1,0,4,368,1.09,75,25,0,18,347,407,clinton,2,50,2,0,2,50,1,1
82103,Bronx,Co-op City,6,1,1,8,325,2.46,75,12.5,12.5,19,310,356,clinton,4,50,4,0,4,50,2,1
82104,Bronx,Co-op City,5,,0,5,445,1.12,100,0,0,18,420,488,clinton,2,40,2,0,3,60,3,0
82105,Bronx,Co-op City,8,,0,8,441,1.81,100,0,0,25,408,480,clinton,5,62.5,5,0,3,37.5,3,0
82107,Bronx,Eastchester-Edenwald-Baychester,6,2,4,12,206,5.83,50,16.67,33.33,74,131,238,clinton,5,41.66666667,3,0,7,58.33333333,3,2
82109,Bronx,Co-op City,15,1,3,19,269,7.06,78.95,5.26,15.79,36,237,423,clinton,12,63.15789474,11,0,7,36.84210526,4,1
82119,Bronx,Van Nest-Morris Park-Westchester Square,9,4,10,23,381,6.04,39.13,17.39,43.48,0,0,0,none,16,69.56521739,8,3,7,30.43478261,1,1
83001,Bronx,Eastchester-Edenwald-Baychester,7,,0,7,483,1.45,100,0,0,35,676,810,clinton,2,28.57142857,2,0,5,71.42857143,5,0
83002,Bronx,Eastchester-Edenwald-Baychester,2,,1,3,255,1.18,66.67,0,33.33,5,95,117,clinton,3,100,2,0,0,0,0,0
83003,Bronx,Eastchester-Edenwald-Baychester,7,,4,11,456,2.41,63.64,0,36.36,14,361,425,clinton,9,81.81818182,6,0,2,18.18181818,1,0
83004,Bronx,Allerton-Pelham Gardens,2,5,0,7,213,3.29,28.57,71.43,0,15,201,252,clinton,5,71.42857143,2,3,2,28.57142857,0,2
83005,Bronx,Eastchester-Edenwald-Baychester,6,,1,7,119,5.88,85.71,0,14.29,6,110,123,clinton,3,42.85714286,3,0,4,57.14285714,3,0
83006,Bronx,Eastchester-Edenwald-Baychester,8,1,2,11,472,2.33,72.73,9.09,18.18,18,455,520,clinton,4,36.36363636,4,0,7,63.63636364,4,1
83007,Bronx,Eastchester-Edenwald-Baychester,11,,1,12,509,2.36,91.67,0,8.33,10,504,560,clinton,7,58.33333333,7,0,5,41.66666667,4,0
83008,Bronx,Eastchester-Edenwald-Baychester,10,1,4,15,508,2.95,66.67,6.67,26.67,16,353,484,clinton,4,26.66666667,2,0,11,73.33333333,8,1
83009,Bronx,Eastchester-Edenwald-Baychester,11,1,1,13,499,2.61,84.62,7.69,7.69,13,407,451,clinton,7,53.84615385,7,0,6,46.15384615,4,1
83010,Bronx,Eastchester-Edenwald-Baychester,8,1,3,12,638,1.88,66.67,8.33,25,20,692,767,clinton,6,50,4,0,6,50,4,1
83011,Bronx,Eastchester-Edenwald-Baychester,9,1,1,11,613,1.79,81.82,9.09,9.09,20,506,601,clinton,6,54.54545455,5,1,5,45.45454545,4,0
83013,Bronx,Eastchester-Edenwald-Baychester,13,1,3,17,613,2.77,76.47,5.88,17.65,24,639,749,clinton,12,70.58823529,10,0,5,29.41176471,3,1
83014,Bronx,Eastchester-Edenwald-Baychester,15,,2,17,641,2.65,88.24,0,11.76,23,747,915,clinton,8,47.05882353,8,0,9,52.94117647,7,0
83015,Bronx,Eastchester-Edenwald-Baychester,8,,4,12,590,2.03,66.67,0,33.33,15,611,705,clinton,6,50,5,0,6,50,3,0
83016,Bronx,Eastchester-Edenwald-Baychester,15,1,3,19,583,3.26,78.95,5.26,15.79,9,583,671,clinton,12,63.15789474,10,0,7,36.84210526,5,1
83017,Bronx,Eastchester-Edenwald-Baychester,5,,3,8,501,1.6,62.5,0,37.5,9,500,589,clinton,3,37.5,1,0,5,62.5,4,0
83018,Bronx,Eastchester-Edenwald-Baychester,8,,1,9,516,1.74,88.89,0,11.11,11,495,557,clinton,6,66.66666667,6,0,3,33.33333333,2,0
83019,Bronx,Eastchester-Edenwald-Baychester,7,,2,9,422,2.13,77.78,0,22.22,14,394,459,clinton,5,55.55555556,4,0,4,44.44444444,3,0
83020,Bronx,Eastchester-Edenwald-Baychester,8,,1,9,411,2.19,88.89,0,11.11,6,392,437,clinton,6,66.66666667,5,0,3,33.33333333,3,0
83021,Bronx,Allerton-Pelham Gardens,16,,1,17,451,3.77,94.12,0,5.88,12,446,496,clinton,11,64.70588235,11,0,6,35.29411765,5,0
83022,Bronx,Allerton-Pelham Gardens,17,1,4,22,424,5.19,77.27,4.55,18.18,20,407,482,clinton,13,59.09090909,10,1,9,40.90909091,7,0
83023,Bronx,Allerton-Pelham Gardens,27,1,2,30,418,7.18,90,3.33,6.67,14,403,463,clinton,21,70,19,0,9,30,8,1
83024,Bronx,Allerton-Pelham Gardens,4,,2,6,233,2.58,66.67,0,33.33,7,226,289,clinton,5,83.33333333,4,0,1,16.66666667,0,0
83025,Bronx,Bronxdale,6,,2,8,379,2.11,75,0,25,10,378,433,clinton,7,87.5,6,0,1,12.5,0,0
83026,Bronx,Bronxdale,7,1,1,9,290,3.1,77.78,11.11,11.11,15,270,314,clinton,7,77.77777778,6,0,2,22.22222222,1,1
83027,Bronx,Bronxdale,9,1,1,11,573,1.92,81.82,9.09,9.09,31,547,642,clinton,5,45.45454545,4,0,6,54.54545455,5,1
83028,Bronx,Williamsbridge-Olinville,11,,1,12,314,3.82,91.67,0,8.33,24,632,722,clinton,10,83.33333333,9,0,2,16.66666667,2,0
83029,Bronx,Williamsbridge-Olinville,13,1,1,15,395,3.8,86.67,6.67,6.67,18,363,408,clinton,8,53.33333333,6,1,7,46.66666667,7,0
83030,Bronx,Williamsbridge-Olinville,10,1,1,12,471,2.55,83.33,8.33,8.33,26,442,585,clinton,4,33.33333333,4,0,8,66.66666667,6,1
83031,Bronx,Williamsbridge-Olinville,10,1,2,13,560,2.32,76.92,7.69,15.38,13,484,552,clinton,4,30.76923077,4,0,9,69.23076923,6,1
83032,Bronx,Williamsbridge-Olinville,6,1,3,10,552,1.81,60,10,30,17,539,599,clinton,6,60,4,1,4,40,2,0
83033,Bronx,Williamsbridge-Olinville,8,,2,10,511,1.96,80,0,20,19,466,543,clinton,5,50,4,0,5,50,4,0
83034,Bronx,Williamsbridge-Olinville,14,2,0,16,574,2.79,87.5,12.5,0,14,540,638,clinton,9,56.25,8,1,7,43.75,6,1
83035,Bronx,Williamsbridge-Olinville,13,1,1,15,448,3.35,86.67,6.67,6.67,19,408,489,clinton,6,40,6,0,9,60,7,1
83036,Bronx,Williamsbridge-Olinville,7,1,2,10,252,3.97,70,10,20,15,243,295,clinton,6,60,5,0,4,40,2,1
83037,Bronx,Williamsbridge-Olinville,12,,1,13,427,3.04,92.31,0,7.69,5,441,507,clinton,7,53.84615385,7,0,6,46.15384615,5,0
83038,Bronx,Williamsbridge-Olinville,20,,0,20,523,3.82,100,0,0,13,507,595,clinton,13,65,13,0,7,35,7,0
83039,Bronx,Williamsbridge-Olinville,8,3,1,12,441,2.72,66.67,25,8.33,15,427,504,clinton,9,75,6,3,3,25,2,0
