aded,boro,nta_name,BLK,CON,DEM,GRE,IND,OTH,REF,REP,WEP,WOR,total_first2016,total_voted_reg2008,total_voted2016,pct_total_first2016_total_voted_reg2008,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes
23001,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8,,6,,,1,,12,,,27,604,746,4.47,3.62,22.22,44.44,33.33,572,171,831
23002,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,3,1,10,,2,,,9,,,25,660,818,3.79,3.06,40,36,24,573,156,820
23003,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,2,14,,,,,8,,,28,611,739,4.58,3.79,50,28.57,21.43,559,167,817
23004,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,,,3,,,,,4,,,7,112,138,6.25,5.07,42.86,57.14,0,99,32,146
23005,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,9,,12,,,,,13,,,34,523,650,6.5,5.23,35.29,38.24,26.47,427,277,773
23006,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5,,16,,,1,,15,,,37,576,713,6.42,5.19,43.24,40.54,16.22,474,276,829
23007,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,7,1,17,,2,,,9,,,36,546,686,6.59,5.25,47.22,25,27.78,526,259,862
23008,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,,5,,,1,,14,,,24,593,727,4.05,3.3,20.83,58.33,20.83,472,243,804
23009,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,10,3,20,,2,,,16,,,51,581,687,8.78,7.42,39.22,31.37,29.41,469,307,914
23010,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,9,1,22,,3,,,9,,,44,494,645,8.91,6.82,50,20.45,29.55,424,353,869
23011,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5,2,18,,2,,,15,,,42,506,684,8.3,6.14,42.86,35.71,21.43,414,303,818
23012,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5,,31,2,1,,,12,,,51,408,577,12.5,8.84,60.78,23.53,15.69,145,292,595
23013,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,6,,21,,1,1,,8,,,37,480,678,7.71,5.46,56.76,21.62,21.62,273,264,593
23014,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,7,,21,,2,,,13,,,43,557,745,7.72,5.77,48.84,30.23,20.93,444,373,892
23015,Queens,Hammels-Arverne-Edgemere,2,,18,,,,,5,,,25,316,419,7.91,5.97,72,20,8,161,252,440
23016,Queens,Hammels-Arverne-Edgemere,5,,18,,,,,6,,,29,273,415,10.62,6.99,62.07,20.69,17.24,133,262,426
23017,Queens,Hammels-Arverne-Edgemere,3,,18,,2,,,7,,,30,307,429,9.77,6.99,60,23.33,16.67,120,295,450
23018,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2,1,18,,,,,1,,,22,347,540,6.34,4.07,81.82,4.55,13.64,42,503,586
23019,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5,1,12,,1,,,2,,,21,252,397,8.33,5.29,57.14,9.52,33.33,175,542,846
23021,Queens,Hammels-Arverne-Edgemere,3,,13,,1,,,4,,,21,268,466,7.84,4.51,61.9,19.05,19.05,109,317,476
23023,Queens,Far Rockaway-Bayswater,5,,23,,2,,,17,,,47,339,474,13.86,9.92,48.94,36.17,14.89,265,193,495
23024,Queens,Far Rockaway-Bayswater,7,,15,,,,,2,,,24,430,577,5.58,4.16,62.5,8.33,29.17,98,479,634
23025,Queens,Far Rockaway-Bayswater,1,,18,,,,,3,,,22,368,559,5.98,3.94,81.82,13.64,4.55,206,332,623
23026,Queens,Far Rockaway-Bayswater,2,,31,,,,,9,,,42,381,532,11.02,7.89,73.81,21.43,4.76,173,353,588
23027,Queens,Far Rockaway-Bayswater,5,,15,,,,,8,,,28,415,562,6.75,4.98,53.57,28.57,17.86,478,48,597
23028,Queens,Far Rockaway-Bayswater,1,,18,,1,,,3,,,23,357,516,6.44,4.46,78.26,13.04,8.7,411,145,647
23029,Queens,Far Rockaway-Bayswater,2,,19,,,,,1,,,22,349,556,6.3,3.96,86.36,4.55,9.09,169,461,713
23030,Queens,Far Rockaway-Bayswater,3,,16,,,,,6,,1,26,346,514,7.51,5.06,61.54,23.08,15.38,121,572,852
23031,Queens,Far Rockaway-Bayswater,4,,19,,1,,,1,,,25,378,552,6.61,4.53,76,4,20,103,466,674
23032,Queens,Far Rockaway-Bayswater,,,6,,1,,,1,,,8,244,353,3.28,2.27,75,12.5,12.5,17,327,373
23033,Queens,Far Rockaway-Bayswater,9,,19,,,,,1,,,29,369,604,7.86,4.8,65.52,3.45,31.03,24,557,662
23034,Queens,Hammels-Arverne-Edgemere,5,,16,,,,,1,,,22,300,448,7.33,4.91,72.73,4.55,22.73,38,395,487
23035,Queens,Far Rockaway-Bayswater,1,,8,,,,,2,,,11,334,492,3.29,2.24,72.73,18.18,9.09,160,476,687
23036,Queens,Far Rockaway-Bayswater,5,1,14,,,,,5,,,25,424,594,5.9,4.21,56,20,24,244,361,667
23037,Queens,Far Rockaway-Bayswater,3,,15,,,,,6,,,24,445,613,5.39,3.92,62.5,25,12.5,95,313,447
23038,Queens,Hammels-Arverne-Edgemere,,,13,,1,,,2,,,16,60,99,26.67,16.16,81.25,12.5,6.25,14,74,179
23039,Queens,Far Rockaway-Bayswater,4,,13,,,,,8,,,25,433,584,5.77,4.28,52,32,16,353,133,562
23040,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,7,,19,,4,,,10,,,40,476,586,8.4,6.83,47.5,25,27.5,401,160,615
23041,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,6,,15,,3,,,12,,,36,356,456,10.11,7.89,41.67,33.33,25,332,122,489
23042,Queens,Far Rockaway-Bayswater,3,,21,,,,,3,,,27,428,636,6.31,4.25,77.78,11.11,11.11,38,609,757
23043,Queens,Woodhaven,,,18,,,,,,,,18,204,364,8.82,4.95,100,0,0,69,295,397
23044,Queens,Lindenwood-Howard Beach,16,1,9,,3,,,9,,,38,378,511,10.05,7.44,23.68,23.68,52.63,553,203,827
23045,Queens,Lindenwood-Howard Beach,12,,14,,2,,,18,,1,47,593,746,7.93,6.3,29.79,38.3,31.91,534,199,795
23046,Queens,Lindenwood-Howard Beach,7,,13,,1,,,24,,,45,438,582,10.27,7.73,28.89,53.33,17.78,619,176,853
23047,Queens,Lindenwood-Howard Beach,6,,6,,,,,16,,,28,357,466,7.84,6.01,21.43,57.14,21.43,333,126,482
23048,Queens,Lindenwood-Howard Beach,8,,8,,1,,,11,,,28,340,449,8.24,6.24,28.57,39.29,32.14,307,133,483
23049,Queens,Lindenwood-Howard Beach,15,,14,,1,,,23,,,53,541,707,9.8,7.5,26.42,43.4,30.19,577,154,813
23050,Queens,Lindenwood-Howard Beach,12,,15,,2,,,12,,,41,471,690,8.7,5.94,36.59,29.27,34.15,456,294,826
23051,Queens,Lindenwood-Howard Beach,9,,16,,5,,,17,,,47,569,734,8.26,6.4,34.04,36.17,29.79,554,196,804
23052,Queens,Lindenwood-Howard Beach,10,,16,,1,,,19,,,46,529,707,8.7,6.51,34.78,41.3,23.91,316,194,553
23053,Queens,Ozone Park,10,,19,1,2,,,11,1,,44,429,638,10.26,6.9,43.18,25,31.82,313,443,839
23054,Queens,Ozone Park,8,,17,,,,,9,,,34,440,616,7.73,5.52,50,26.47,23.53,298,385,736
23055,Queens,Ozone Park,2,2,19,,,,,6,,,29,374,592,7.75,4.9,65.52,20.69,13.79,88,270,389
23056,Queens,Ozone Park,1,,2,,,,,,,,3,26,67,11.54,4.48,66.67,0,33.33,146,474,689
23057,Queens,Ozone Park,6,,10,,2,,,4,,,22,384,570,5.73,3.86,45.45,18.18,36.36,245,567,866
23058,Queens,Ozone Park,9,,15,,3,,,5,,,32,413,589,7.75,5.43,46.88,15.63,37.5,238,501,820
23059,Queens,Ozone Park,6,,24,,,,,4,,,34,366,576,9.29,5.9,70.59,11.76,17.65,162,469,684
23060,Queens,Ozone Park,4,1,13,,1,,,2,,,21,374,597,5.61,3.52,61.9,9.52,28.57,171,487,726
23061,Queens,Lindenwood-Howard Beach,5,,17,,2,,,9,,,33,490,697,6.73,4.73,51.52,27.27,21.21,274,381,722
23062,Queens,Lindenwood-Howard Beach,2,1,13,,2,,,8,,,26,560,702,4.64,3.7,50,30.77,19.23,394,421,907
23063,Queens,Lindenwood-Howard Beach,7,,6,,1,1,,5,,,20,413,544,4.84,3.68,30,25,45,310,457,821
23064,Queens,Lindenwood-Howard Beach,4,2,20,,2,,,11,,1,40,591,742,6.77,5.39,50,27.5,22.5,415,433,932
23065,Queens,Lindenwood-Howard Beach,10,,28,,2,,,5,,,45,435,677,10.34,6.65,62.22,11.11,26.67,303,493,867
23066,Queens,Ozone Park,5,,21,,,,,5,,,31,271,461,11.44,6.72,67.74,16.13,16.13,71,378,487
23067,Queens,Ozone Park,,,8,,1,,,,,,9,200,404,4.5,2.23,88.89,0,11.11,26,378,433
23068,Queens,Woodhaven,3,,12,,,,,3,,,18,240,445,7.5,4.04,66.67,16.67,16.67,54,380,493
23069,Queens,Woodhaven,4,,22,,1,,,5,,,32,294,494,10.88,6.48,68.75,15.63,15.63,108,385,546
23070,Queens,South Ozone Park,7,1,15,,,,,5,,,28,361,576,7.76,4.86,53.57,17.86,28.57,137,483,682
23071,Queens,Hammels-Arverne-Edgemere,,,1,,,,,,,,1,4,6,25,16.67,100,0,0,0,8,12
23084,Queens,Lindenwood-Howard Beach,5,,11,,,,,4,,,20,310,447,6.45,4.47,55,20,25,69,123,208
23085,Queens,Hammels-Arverne-Edgemere,3,,19,,,,,11,,,33,297,407,11.11,8.11,57.58,33.33,9.09,140,220,407
23086,Queens,Hammels-Arverne-Edgemere,7,,9,,,,,6,,,22,260,369,8.46,5.96,40.91,27.27,31.82,137,226,400
23087,Queens,Hammels-Arverne-Edgemere,1,,11,,,,,5,,,17,247,370,6.88,4.59,64.71,29.41,5.88,0,0,0
23088,Queens,Far Rockaway-Bayswater,,,10,,,,,2,,,12,231,366,5.19,3.28,83.33,16.67,0,0,0,0
23089,Queens,Ozone Park,7,,21,,1,,,3,,1,33,390,567,8.46,5.82,63.64,9.09,27.27,0,0,0
23090,Queens,Lindenwood-Howard Beach,9,,14,,1,,,13,,,37,405,502,9.14,7.37,37.84,35.14,27.03,0,0,0
23091,Queens,South Ozone Park,,,2,,,,,,,,2,43,71,4.65,2.82,100,0,0,0,0,0
23092,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5,,15,,1,,,12,,,33,457,594,7.22,5.56,45.45,36.36,18.18,0,0,0
23093,Queens,Lindenwood-Howard Beach,4,,13,,1,,,6,,,24,347,466,6.92,5.15,54.17,25,20.83,0,0,0
24001,Queens,Bellerose,3,,9,,1,,,5,,,18,301,418,5.98,4.31,50,27.78,22.22,135,275,462
24002,Queens,Bellerose,7,,17,,,,,2,,,26,462,668,5.63,3.89,65.38,7.69,26.92,215,534,836
24003,Queens,Glen Oaks-Floral Park-New Hyde Park,10,,12,,,,,2,,1,25,407,552,6.14,4.53,48,8,44,163,345,569
24004,Queens,Glen Oaks-Floral Park-New Hyde Park,1,,8,,,,,2,,,11,322,454,3.42,2.42,72.73,18.18,9.09,103,222,354
24005,Queens,Bellerose,5,,15,,,,,3,,,23,413,621,5.57,3.7,65.22,13.04,21.74,219,506,787
24006,Queens,Glen Oaks-Floral Park-New Hyde Park,5,,18,,,,,8,,,31,481,676,6.44,4.59,58.06,25.81,16.13,225,432,713
24007,Queens,Bellerose,5,,19,,,,,2,,,26,434,622,5.99,4.18,73.08,7.69,19.23,150,338,526
24008,Queens,Bellerose,1,,13,,,,,4,,,18,109,200,16.51,9,72.22,22.22,5.56,26,191,245
24010,Queens,Bellerose,2,,10,,,,,2,,,14,229,356,6.11,3.93,71.43,14.29,14.29,84,275,395
24011,Queens,Bellerose,7,,14,,,,,4,,,25,270,461,9.26,5.42,56,16,28,104,345,485
24012,Queens,Bellerose,,,3,,,,,1,,,4,58,80,6.9,5,75,25,0,19,63,92
24013,Queens,Bellerose,2,,12,,1,,,1,,,16,375,525,4.27,3.05,75,6.25,18.75,87,421,564
24014,Queens,Bellerose,3,,8,,1,,,3,,,15,266,383,5.64,3.92,53.33,20,26.67,91,281,418
24015,Queens,Bellerose,2,,14,,,,,3,,,19,285,417,6.67,4.56,73.68,15.79,10.53,128,267,427
24016,Queens,Oakland Gardens,8,,13,,,,,4,,,25,237,341,10.55,7.33,52,16,32,102,226,364
24017,Queens,Oakland Gardens,13,,19,,,,,8,,,40,465,640,8.6,6.25,47.5,20,32.5,215,420,730
24018,Queens,Oakland Gardens,6,,7,,3,,,5,,,21,337,439,6.23,4.78,33.33,23.81,42.86,273,539,875
24019,Queens,Oakland Gardens,7,,13,,2,,,2,,1,25,484,635,5.17,3.94,52,8,40,275,477,817
24020,Queens,Oakland Gardens,6,,15,,2,,,3,,,26,574,741,4.53,3.51,57.69,11.54,30.77,256,472,792
24021,Queens,Oakland Gardens,2,1,10,,,,,7,,,20,531,656,3.77,3.05,50,35,15,250,488,814
24022,Queens,Oakland Gardens,8,,14,,,,,1,,,23,406,524,5.67,4.39,60.87,4.35,34.78,119,255,426
24023,Queens,Oakland Gardens,4,,2,,,,,,,,6,67,90,8.96,6.67,33.33,0,66.67,31,61,104
24024,Queens,Oakland Gardens,5,,16,,,,,5,,,26,412,529,6.31,4.91,61.54,19.23,19.23,274,457,823
24025,Queens,Oakland Gardens,9,1,6,,,,,4,,,20,374,490,5.35,4.08,30,20,50,300,481,851
24026,Queens,Richmond Hill,3,,7,,,,,,,,10,241,418,4.15,2.39,70,0,30,54,353,445
24027,Queens,Jamaica Estates-Holliswood,,,17,,1,,,1,,,19,452,617,4.2,3.08,89.47,5.26,5.26,34,651,732
24028,Queens,Jamaica Estates-Holliswood,4,,18,,,,,1,,,23,431,556,5.34,4.14,78.26,4.35,17.39,204,338,592
24029,Queens,Jamaica Estates-Holliswood,3,,13,,,,,5,,,21,469,613,4.48,3.43,61.9,23.81,14.29,148,617,833
24030,Queens,Jamaica Estates-Holliswood,4,1,13,,1,,,5,,,24,505,667,4.75,3.6,54.17,20.83,25,106,669,837
24031,Queens,Jamaica Estates-Holliswood,1,,12,,,,,1,,,14,265,366,5.28,3.83,85.71,7.14,7.14,63,292,390
24032,Queens,Jamaica Estates-Holliswood,2,,3,,1,,,1,,,7,241,318,2.9,2.2,42.86,14.29,42.86,151,157,337
24033,Queens,Jamaica Estates-Holliswood,11,,6,,1,,,6,,,24,512,659,4.69,3.64,25,25,50,344,300,713
24034,Queens,Jamaica Estates-Holliswood,4,1,2,,,,,6,,,13,304,380,4.28,3.42,15.38,46.15,38.46,208,164,412
24035,Queens,Jamaica Estates-Holliswood,2,,13,,2,,,9,,,26,404,548,6.44,4.74,50,34.62,15.38,127,400,609
24036,Queens,Jamaica Estates-Holliswood,4,,5,,,,,1,,,10,153,244,6.54,4.1,50,10,40,27,218,273
24037,Queens,Jamaica Estates-Holliswood,3,,7,,,,,,,,10,271,394,3.69,2.54,70,0,30,99,607,765
24038,Queens,Jamaica Estates-Holliswood,,,1,,,,,,,,1,13,22,7.69,4.55,100,0,0,5,14,21
24039,Queens,Pomonok-Flushing Heights-Hillcrest,,,,,,,,1,,,1,38,103,2.63,0.97,0,100,0,21,79,109
24040,Queens,Jamaica Estates-Holliswood,3,,10,,1,,,6,,,20,440,678,4.55,2.95,50,30,20,92,575,709
24041,Queens,Pomonok-Flushing Heights-Hillcrest,1,,6,,,,,,,,7,96,152,7.29,4.61,85.71,0,14.29,44,102,170
24042,Queens,Pomonok-Flushing Heights-Hillcrest,,,15,,,,,3,,,18,231,348,7.79,5.17,83.33,16.67,0,75,270,390
24043,Queens,Briarwood-Jamaica Hills,3,,19,,1,,,3,,,26,350,677,7.43,3.84,73.08,11.54,15.38,67,602,787
24044,Queens,Briarwood-Jamaica Hills,3,1,12,,,,,,,,16,256,477,6.25,3.35,75,0,25,65,430,539
24045,Queens,Briarwood-Jamaica Hills,3,,13,,2,,,5,,1,24,317,508,7.57,4.72,54.17,20.83,25,116,382,548
24046,Queens,Briarwood-Jamaica Hills,4,,16,,,,,1,,,21,313,507,6.71,4.14,76.19,4.76,19.05,85,411,560
24047,Queens,Briarwood-Jamaica Hills,9,,22,1,1,,,6,,,39,339,557,11.5,7,56.41,15.38,28.21,100,455,641
24048,Queens,Briarwood-Jamaica Hills,3,,10,,,,,,,,13,102,208,12.75,6.25,76.92,0,23.08,21,179,211
24049,Queens,Kew Gardens Hills,5,,6,,2,,,2,,,15,507,663,2.96,2.26,40,13.33,46.67,138,499,713
24050,Queens,Briarwood-Jamaica Hills,5,,18,,,,,5,,,28,332,509,8.43,5.5,64.29,17.86,17.86,159,500,731
24051,Queens,Briarwood-Jamaica Hills,3,,13,,,,,2,,,18,298,546,6.04,3.3,72.22,11.11,16.67,112,626,791
