aded,trump,johnson,clinton,stein,total,winner
73053,119,6,426,4,619,clinton
73054,101,15,349,2,518,clinton
73055,135,10,456,1,676,clinton
73056,161,12,529,2,825,clinton
73057,131,17,585,4,800,clinton
73058,170,7,462,3,749,clinton
73059,161,25,623,4,915,clinton
73060,144,34,600,7,917,clinton
73061,125,22,434,4,692,clinton
73062,162,20,566,6,883,clinton
73063,131,22,481,4,737,clinton
73064,133,11,645,7,922,clinton
73065,127,15,521,3,758,clinton
73066,120,21,569,1,856,clinton
73067,97,17,501,3,730,clinton
73068,117,16,593,8,820,clinton
73069,119,13,619,6,866,clinton
73070,118,26,668,7,935,clinton
73071,165,17,622,4,919,clinton
73072,128,11,534,6,795,clinton
73073,158,7,607,4,898,clinton
73074,144,24,733,3,1009,clinton
73075,124,17,580,7,824,clinton
73076,152,17,752,2,1047,clinton
73077,143,30,614,5,908,clinton
73078,116,12,511,3,715,clinton
73079,123,18,603,4,864,clinton
73080,111,15,591,6,836,clinton
73081,80,14,365,3,516,clinton
73082,161,23,687,4,978,clinton
73083,116,21,548,9,785,clinton
73084,79,20,494,13,667,clinton
73085,105,30,759,13,1005,clinton
73086,149,19,660,5,947,clinton
73087,116,28,653,6,919,clinton
73088,134,34,708,2,1017,clinton
73089,82,19,529,8,718,clinton
73090,138,10,730,11,976,clinton
73091,134,14,538,5,758,clinton
73092,92,5,381,9,516,clinton
73093,99,17,675,12,898,clinton
74001,11,0,197,4,223,clinton
74002,25,0,389,7,457,clinton
74003,38,3,426,5,501,clinton
74004,19,1,423,2,476,clinton
74005,21,2,265,1,310,clinton
74006,38,3,374,2,444,clinton
74007,29,5,369,8,449,clinton
74008,34,11,498,10,620,clinton
74009,17,3,223,1,263,clinton
74010,36,13,755,19,908,clinton
74011,30,3,518,3,587,clinton
74012,14,2,291,2,327,clinton
74013,21,2,373,3,422,clinton
74014,32,2,363,7,439,clinton
74015,41,4,586,20,706,clinton
74016,14,0,304,4,356,clinton
74017,17,5,290,11,355,clinton
74018,30,1,142,4,191,clinton
74019,196,21,590,24,897,clinton
74020,104,8,524,14,708,clinton
74021,38,10,630,29,790,clinton
74022,39,12,605,18,764,clinton
74023,54,11,650,26,825,clinton
74024,39,8,729,33,880,clinton
74025,37,8,724,18,867,clinton
74026,20,1,515,5,575,clinton
74027,33,3,355,5,417,clinton
74028,20,1,276,5,319,clinton
74029,26,1,346,5,394,clinton
74030,28,3,229,8,286,clinton
74031,62,5,443,16,550,clinton
74032,42,7,590,23,711,clinton
74033,43,8,668,16,810,clinton
74034,30,6,615,34,759,clinton
74035,27,3,371,12,438,clinton
74036,59,14,736,15,917,clinton
74037,30,15,632,25,761,clinton
74038,29,1,368,6,435,clinton
74039,66,15,493,8,633,clinton
74040,109,14,531,18,743,clinton
74041,115,16,629,16,833,clinton
74042,107,13,599,10,804,clinton
74043,109,13,621,31,837,clinton
74044,118,8,508,6,706,clinton
74045,137,9,657,18,901,clinton
74046,86,14,476,8,631,clinton
74047,84,12,597,10,763,clinton
74048,90,7,498,6,665,clinton
74049,104,13,444,8,637,clinton
74050,147,19,644,10,890,clinton
74051,62,9,509,10,646,clinton
74052,83,11,374,8,522,clinton
74053,52,5,559,17,686,clinton
74054,70,4,520,7,675,clinton
74055,30,15,302,5,401,clinton
74056,62,21,538,3,787,clinton
74057,62,10,512,3,661,clinton
74058,50,11,590,12,747,clinton
74059,81,16,716,8,925,clinton
74060,82,13,713,4,957,clinton
74061,61,15,568,9,745,clinton
74062,71,9,556,3,718,clinton
74063,56,10,443,2,566,clinton
74064,66,19,815,8,1016,clinton
74065,49,9,397,4,501,clinton
74066,49,18,456,7,582,clinton
74067,68,14,530,7,683,clinton
74068,94,12,529,3,721,clinton
74069,53,7,351,5,451,clinton
74070,102,24,703,15,927,clinton
74071,38,3,447,10,556,clinton
74072,33,11,341,3,442,clinton
74073,83,18,568,2,743,clinton
74074,70,10,486,8,632,clinton
74075,84,7,514,6,682,clinton
74076,61,6,533,10,648,clinton
74077,72,9,532,6,678,clinton
74078,92,13,512,8,679,clinton
74079,22,6,243,6,308,clinton
74080,108,16,526,17,726,clinton
74081,20,6,198,5,257,clinton
74082,89,16,745,12,949,clinton
74083,73,11,451,13,587,clinton
74084,104,12,384,1,562,clinton
74085,127,19,659,6,899,clinton
74086,182,18,561,8,868,clinton
74087,145,19,616,13,870,clinton
74088,102,13,537,7,763,clinton
74089,186,15,621,19,936,clinton
74090,165,25,631,10,931,clinton
74091,113,14,598,8,810,clinton
74092,77,11,558,15,716,clinton
74093,0,0,0,0,0,null
74094,0,0,0,0,0,null
74095,0,0,0,0,0,null
74096,0,0,0,0,0,null
74097,0,0,0,0,0,null
75001,78,10,880,8,1088,clinton
75002,42,15,643,5,796,clinton
75003,30,10,408,10,507,clinton
75004,51,9,647,12,812,clinton
75005,21,11,364,10,467,clinton
75006,62,14,658,8,851,clinton
75007,46,16,659,5,812,clinton
75008,34,7,425,2,545,clinton
75009,85,17,761,6,973,clinton
75010,56,11,701,6,872,clinton
75011,64,17,746,9,946,clinton
75012,52,6,458,9,578,clinton
75013,61,4,585,13,728,clinton
75014,66,4,589,8,728,clinton
75015,44,10,521,10,662,clinton
75016,51,17,846,6,1028,clinton
75017,50,12,685,10,850,clinton
75018,30,5,383,5,480,clinton
75019,36,7,537,16,692,clinton
75020,53,16,870,11,1054,clinton
75021,21,4,443,6,538,clinton
75022,71,9,619,9,783,clinton
75023,51,11,974,8,1184,clinton
75024,53,10,544,5,680,clinton
75025,40,3,625,8,742,clinton
75026,62,11,694,20,880,clinton
75027,61,5,818,17,997,clinton
75028,80,8,626,11,821,clinton
75029,51,13,427,9,560,clinton
75030,82,24,677,10,904,clinton
75031,80,11,569,6,726,clinton
75032,83,23,667,13,880,clinton
75033,126,9,765,9,1014,clinton
75034,82,10,406,7,577,clinton
75035,56,13,394,3,533,clinton
75036,71,17,771,11,984,clinton
75037,41,3,409,4,521,clinton
75038,121,5,621,19,845,clinton
75039,40,11,514,5,636,clinton
75040,21,2,388,4,440,clinton
75041,78,4,702,18,873,clinton
75042,51,10,460,8,589,clinton
75043,88,9,653,22,847,clinton
75044,105,8,639,25,850,clinton
75045,30,1,339,8,413,clinton
75046,26,9,293,6,370,clinton
75047,41,2,401,5,492,clinton
75048,56,9,532,6,664,clinton
75049,84,7,467,1,640,clinton
75050,70,5,372,8,502,clinton
75051,78,10,414,4,569,clinton
75052,85,10,519,4,677,clinton
75053,109,20,603,6,819,clinton
75054,103,18,519,3,725,clinton
75055,51,3,373,1,471,clinton
75056,157,22,705,9,975,clinton
75057,60,10,310,4,420,clinton
75058,119,18,611,10,865,clinton
75059,58,6,402,8,530,clinton
75060,1,0,11,1,18,clinton
75061,3,0,32,0,46,clinton
75062,64,14,527,14,696,clinton
75063,54,12,675,13,840,clinton
75064,100,11,857,16,1080,clinton
75065,7,1,10,0,22,clinton
75066,16,1,154,1,204,clinton
75067,51,7,314,3,417,clinton
75068,55,14,528,7,704,clinton
75069,56,6,398,6,506,clinton
75070,94,11,638,11,828,clinton
75071,78,1,810,19,1000,clinton
75072,74,5,812,15,988,clinton
75073,74,13,600,14,776,clinton
75074,82,9,459,12,623,clinton
75075,68,4,290,5,428,clinton
75076,83,9,404,10,576,clinton
75077,29,5,285,6,372,clinton
75078,37,4,361,5,459,clinton
75079,35,8,517,8,646,clinton
75080,68,9,650,18,830,clinton
75081,53,2,522,7,640,clinton
75082,54,12,683,13,841,clinton
75083,84,11,529,10,679,clinton
75084,100,16,707,5,916,clinton
75085,45,4,431,7,536,clinton
75086,31,10,100,0,150,clinton
75087,110,17,556,6,806,clinton
75088,107,6,460,6,680,clinton
75089,61,8,198,0,317,clinton
75090,72,8,272,3,410,clinton
75091,144,12,406,0,667,clinton
75092,103,9,446,2,646,clinton
75093,0,0,4,0,4,clinton
75094,84,8,388,2,567,clinton
75095,103,5,450,8,628,clinton
75096,68,12,404,7,559,clinton
75097,100,12,623,8,840,clinton
75098,58,10,463,0,596,clinton
75099,58,11,480,9,647,clinton
75100,42,14,464,4,585,clinton
75101,0,0,0,0,0,null
75102,0,0,0,0,0,null
75103,0,0,0,0,0,null
75104,0,0,0,0,0,null
75105,0,0,0,0,0,null
75106,0,0,0,0,0,null
76001,104,18,720,12,966,clinton
76002,128,11,467,9,671,clinton
76003,110,8,405,5,598,clinton
76004,112,7,452,2,636,clinton
76005,105,9,376,4,554,clinton
76006,158,12,636,12,900,clinton
76007,84,17,362,16,525,clinton
76008,103,10,452,3,622,clinton
76009,119,12,395,1,607,clinton
76010,139,22,755,9,1026,clinton
76011,89,4,464,12,647,clinton
76012,83,8,379,6,535,clinton
76013,156,18,709,5,999,clinton
76014,147,10,571,2,814,clinton
76015,57,9,329,3,445,clinton
76016,128,23,638,14,878,clinton
76017,105,13,443,4,615,clinton
76018,123,22,730,8,971,clinton
76019,215,11,641,14,985,clinton
76020,136,12,619,5,932,clinton
76021,158,8,610,8,880,clinton
76022,151,16,512,3,736,clinton
76023,107,13,387,6,585,clinton
76024,103,7,492,4,681,clinton
76025,135,17,647,6,896,clinton
76026,127,22,575,4,825,clinton
76027,108,10,596,7,807,clinton
76028,118,12,552,7,754,clinton
76029,70,11,358,5,495,clinton
76030,72,11,326,2,467,clinton
76031,145,20,521,4,779,clinton
76032,119,11,474,14,662,clinton
76033,147,6,493,5,741,clinton
76034,120,12,582,5,787,clinton
76035,179,15,757,7,1056,clinton
76036,63,10,380,6,495,clinton
76037,86,7,408,6,555,clinton
76038,78,11,459,9,632,clinton
76039,121,12,534,2,755,clinton
76040,112,11,597,5,796,clinton
76041,112,12,568,13,768,clinton
76042,98,11,479,1,641,clinton
76043,94,22,485,3,662,clinton
76044,86,10,544,5,706,clinton
76045,78,4,416,5,560,clinton
76046,182,13,709,7,1032,clinton
76047,90,15,374,7,540,clinton
76048,88,13,420,3,581,clinton
76049,123,10,582,4,784,clinton
76050,144,9,463,11,675,clinton
76051,123,12,636,6,856,clinton
76052,88,9,430,2,592,clinton
76053,132,22,751,15,1018,clinton
76054,98,23,692,16,911,clinton
76055,119,21,576,8,803,clinton
76056,148,20,644,7,905,clinton
76057,100,21,560,7,755,clinton
76058,129,17,535,2,760,clinton
76059,120,20,745,9,999,clinton
76060,65,7,450,4,585,clinton
76061,90,9,503,3,672,clinton
76062,76,17,426,7,600,clinton
76063,73,15,433,6,592,clinton
76064,81,21,493,5,663,clinton
76065,165,14,663,11,948,clinton
76066,94,21,539,10,754,clinton
76067,109,13,598,5,795,clinton
76068,121,10,566,10,804,clinton
76069,93,14,536,8,710,clinton
76070,52,10,412,6,534,clinton
76071,125,18,627,6,868,clinton
76072,152,17,728,9,1013,clinton
76073,122,18,703,6,950,clinton
76074,64,11,461,5,600,clinton
76075,125,17,598,8,823,clinton
76076,55,16,412,9,544,clinton
76077,87,14,543,7,708,clinton
76078,73,9,444,2,587,clinton
76079,129,27,755,8,1013,clinton
76080,65,9,486,10,640,clinton
76081,67,7,418,4,545,clinton
76082,58,6,313,5,421,clinton
76083,89,4,711,28,917,clinton
76084,84,17,624,18,795,clinton
76085,56,4,360,10,470,clinton
76086,58,8,432,12,562,clinton
76087,19,5,177,4,239,clinton
76088,106,12,548,6,756,clinton
76089,107,19,650,15,865,clinton
76090,0,0,0,0,0,null
76091,0,0,0,0,0,null
76092,0,0,0,0,0,null
76093,0,0,0,0,0,null
76094,0,0,0,0,0,null
76095,0,0,0,0,0,null
76096,0,0,0,0,0,null
76097,0,0,0,0,0,null
76098,0,0,0,0,0,null
77001,10,2,200,2,240,clinton
77002,11,1,219,2,271,clinton
77003,10,0,378,1,419,clinton
77004,19,0,464,5,540,clinton
77005,20,4,702,8,803,clinton
77006,28,4,617,1,718,clinton
77007,29,4,672,4,819,clinton
77008,22,0,700,3,817,clinton
77009,36,1,720,7,877,clinton
77010,32,3,522,0,604,clinton
77011,32,2,676,3,785,clinton
77012,26,1,590,5,680,clinton
77013,28,2,660,7,760,clinton
77014,36,4,424,1,510,clinton
77015,32,3,572,7,648,clinton
77016,21,0,404,2,465,clinton
77017,7,1,195,1,238,clinton
77018,20,0,493,2,565,clinton
77019,23,4,498,6,572,clinton
77020,28,1,447,4,559,clinton
77021,26,1,478,6,566,clinton
77022,29,2,520,0,638,clinton
77023,29,2,713,2,825,clinton
77024,23,2,550,5,629,clinton
77025,22,1,628,7,701,clinton
77026,12,0,207,1,255,clinton
77027,20,1,608,6,721,clinton
77028,22,3,594,4,703,clinton
77029,14,0,164,2,195,clinton
77030,11,1,290,5,354,clinton
77031,3,0,72,0,86,clinton
77032,1,1,73,1,89,clinton
77033,17,2,356,3,422,clinton
77034,35,0,604,6,714,clinton
77035,19,1,584,4,665,clinton
77036,17,4,301,1,352,clinton
77037,11,0,414,2,481,clinton
77038,15,4,295,3,349,clinton
77039,23,2,526,6,639,clinton
77040,17,1,362,6,445,clinton
77041,23,2,419,2,510,clinton
77042,32,1,588,2,729,clinton
77043,21,1,516,8,608,clinton
77044,33,1,575,5,688,clinton
77045,11,3,338,3,403,clinton
77046,50,2,529,5,651,clinton
77047,15,2,469,5,546,clinton
77048,33,1,599,6,712,clinton
77049,8,1,195,2,217,clinton
77050,21,5,550,5,650,clinton
77051,18,3,528,1,587,clinton
77052,5,0,95,1,157,clinton
77053,10,3,453,2,519,clinton
77054,12,3,490,3,590,clinton
77055,15,0,520,5,589,clinton
77056,18,0,469,7,619,clinton
77057,22,7,447,15,544,clinton
77058,11,4,621,8,704,clinton
77059,17,2,317,5,364,clinton
77060,23,0,364,5,435,clinton
77061,10,1,168,3,202,clinton
77062,7,1,445,3,524,clinton
77063,18,1,543,2,630,clinton
77064,14,1,148,1,197,clinton
77065,23,3,627,10,737,clinton
77066,3,0,56,1,70,clinton
77067,15,0,343,3,393,clinton
77068,9,3,371,5,441,clinton
77069,0,0,0,0,0,null
77070,0,0,0,0,0,null
77071,17,2,400,1,468,clinton
77072,22,3,388,7,467,clinton
77073,0,0,0,0,0,null
77074,19,3,379,2,438,clinton
77075,16,2,228,4,289,clinton
77076,13,0,265,7,308,clinton
77077,5,1,259,0,275,clinton
78001,16,1,604,3,705,clinton
78002,20,2,617,6,716,clinton
78003,33,2,257,6,339,clinton
78004,42,5,568,5,705,clinton
78005,51,1,549,7,693,clinton
78006,58,4,617,8,781,clinton
78007,27,2,134,5,186,clinton
78008,56,7,427,11,584,clinton
78009,17,4,360,9,433,clinton
78010,20,2,428,5,575,clinton
78011,27,2,429,4,518,clinton
78012,22,1,408,1,469,clinton
78013,27,2,486,5,578,clinton
78014,18,1,427,4,510,clinton
78015,22,0,257,4,338,clinton
78016,18,4,297,1,343,clinton
78017,8,0,252,0,277,clinton
78018,17,3,450,0,516,clinton
78019,33,1,442,2,536,clinton
78020,30,1,433,9,542,clinton
78021,21,1,320,4,390,clinton
78022,14,2,333,6,377,clinton
78023,32,3,604,5,704,clinton
78024,46,1,631,7,744,clinton
78025,36,3,441,1,540,clinton
78026,18,2,534,8,640,clinton
78027,24,3,500,1,588,clinton
78028,31,4,360,5,442,clinton
78029,24,3,509,2,583,clinton
78030,70,4,569,8,743,clinton
78031,45,2,484,10,603,clinton
78032,55,6,395,8,519,clinton
78033,77,6,658,21,848,clinton
78034,30,3,393,9,491,clinton
78035,26,0,139,3,191,clinton
78036,37,2,479,7,583,clinton
78037,4,0,57,1,79,clinton
78038,51,3,542,9,685,clinton
78039,36,6,180,4,270,clinton
78040,90,3,615,17,807,clinton
78041,110,4,448,8,640,clinton
78042,0,0,3,0,3,clinton
78043,8,0,183,1,217,clinton
78044,25,1,264,3,320,clinton
78045,35,8,512,9,630,clinton
78046,32,2,576,4,684,clinton
78047,25,6,519,10,622,clinton
78048,49,5,639,15,818,clinton
78049,30,6,526,7,676,clinton
78050,31,6,506,10,625,clinton
78051,23,7,421,1,488,clinton
78052,29,0,565,11,706,clinton
78053,16,5,500,6,580,clinton
78054,16,3,305,5,375,clinton
78055,0,0,0,0,0,null
78056,0,0,0,0,0,null
78057,0,0,0,0,0,null
78058,0,0,0,0,0,null
78059,13,1,185,0,223,clinton
78060,26,3,451,7,557,clinton
78061,24,0,291,2,366,clinton
78062,25,1,288,7,342,clinton
78063,9,1,241,2,278,clinton
78064,14,1,341,5,426,clinton
78065,20,1,270,6,339,clinton
78066,20,2,285,2,341,clinton
78067,44,3,322,7,419,clinton
79001,20,2,599,3,710,clinton
79002,18,1,426,3,507,clinton
79003,15,3,464,5,545,clinton
79004,15,0,336,1,412,clinton
79005,9,0,534,3,622,clinton
79006,28,2,356,2,426,clinton
79007,16,2,469,6,572,clinton
79008,10,0,296,6,344,clinton
79009,6,1,221,5,259,clinton
79010,17,4,581,6,695,clinton
79011,18,1,185,6,233,clinton
79012,7,0,117,2,144,clinton
79013,34,2,581,6,678,clinton
79014,8,1,144,1,177,clinton
79015,18,0,428,1,509,clinton
79016,16,1,425,6,515,clinton
79017,27,3,476,2,584,clinton
79018,13,2,399,3,478,clinton
79019,18,0,302,1,342,clinton
79020,15,0,351,4,433,clinton
79021,19,1,294,3,360,clinton
79022,10,0,268,2,324,clinton
79023,18,1,373,6,462,clinton
79024,24,1,441,2,540,clinton
79025,19,4,455,4,527,clinton
79026,18,1,391,1,470,clinton
79027,24,1,548,1,659,clinton
79028,39,3,696,6,830,clinton
79029,0,0,0,0,0,null
79030,23,2,370,5,446,clinton
79031,7,1,445,5,516,clinton
79032,17,2,370,5,437,clinton
79033,12,1,355,3,401,clinton
79034,21,0,404,5,477,clinton
79035,17,2,493,4,593,clinton
79036,6,0,177,1,204,clinton
79037,4,0,249,1,286,clinton
79038,7,3,531,3,626,clinton
79039,17,0,571,0,739,clinton
79040,24,4,650,4,746,clinton
79041,11,2,519,4,592,clinton
79042,25,2,513,3,590,clinton
79043,18,3,345,2,414,clinton
79044,32,2,545,2,641,clinton
79045,31,4,683,5,800,clinton
79046,14,1,587,4,665,clinton
79047,26,0,609,5,681,clinton
79048,13,0,349,6,403,clinton
79049,13,2,382,6,436,clinton
79050,22,2,468,2,537,clinton
79051,14,4,429,3,481,clinton
79052,25,6,575,9,677,clinton
79053,20,0,462,9,539,clinton
79054,12,1,304,6,347,clinton
79055,7,2,101,1,118,clinton
79056,29,3,472,7,554,clinton
79057,22,3,587,6,689,clinton
79058,23,1,474,4,532,clinton
79059,31,1,462,4,547,clinton
79060,14,1,244,4,273,clinton
79061,22,5,500,7,596,clinton
79062,28,2,524,3,618,clinton
79063,20,4,540,1,613,clinton
79064,3,0,240,0,256,clinton
79065,18,2,463,4,536,clinton
79066,12,1,402,3,436,clinton
79067,10,0,246,2,291,clinton
79068,21,2,604,5,677,clinton
79069,52,3,912,16,1064,clinton
79070,8,1,309,2,355,clinton
79071,20,2,577,1,646,clinton
79072,22,2,544,6,625,clinton
79073,30,2,350,4,437,clinton
79074,2,0,90,1,101,clinton
79075,33,0,525,6,637,clinton
79076,34,1,405,9,485,clinton
79077,3,2,142,3,165,clinton
79078,5,1,199,4,238,clinton
79079,3,0,223,1,261,clinton
79080,0,0,0,0,0,null
79081,0,0,0,0,0,null
79082,18,1,846,3,984,clinton
79083,14,1,489,6,564,clinton
79084,33,1,519,4,615,clinton
79085,11,0,316,1,362,clinton
79086,20,0,488,2,551,clinton
80001,60,2,226,8,334,clinton
80002,18,8,253,4,329,clinton
80003,276,7,124,2,452,trump
80004,143,2,174,10,367,clinton
80005,92,3,105,3,220,clinton
80006,125,6,183,4,351,clinton
80007,108,2,206,4,358,clinton
80008,80,3,233,6,354,clinton
80009,44,1,226,3,304,clinton
80010,97,0,324,6,461,clinton
80011,16,2,112,1,141,clinton
80012,32,1,211,0,278,clinton
80013,57,4,358,2,465,clinton
80014,15,1,321,7,389,clinton
80015,30,1,230,5,303,clinton
80016,96,4,568,13,746,clinton
80017,32,3,482,10,598,clinton
80018,135,2,222,4,389,clinton
80019,114,7,129,0,275,clinton
80020,99,7,332,11,512,clinton
80021,64,11,538,13,695,clinton
80022,33,3,341,10,428,clinton
80023,115,6,490,14,686,clinton
80024,64,7,680,14,836,clinton
80025,60,4,465,10,597,clinton
80026,52,6,337,7,430,clinton
80027,89,4,200,2,398,clinton
80028,119,6,284,10,469,clinton
80029,54,2,102,5,172,clinton
80030,220,7,262,11,532,clinton
80031,239,8,401,5,694,clinton
80032,143,3,174,6,349,clinton
80033,124,9,148,4,348,clinton
80034,119,1,275,6,446,clinton
80035,110,2,205,4,404,clinton
80036,111,1,383,12,557,clinton
80037,105,0,167,2,303,clinton
80038,64,5,290,4,400,clinton
80039,92,1,283,7,440,clinton
80040,25,2,248,3,310,clinton
80041,75,5,638,9,784,clinton
80042,31,0,335,1,380,clinton
80043,59,2,326,3,416,clinton
80044,60,2,283,2,389,clinton
80045,96,3,521,6,685,clinton
80046,24,0,194,3,238,clinton
80047,54,3,311,4,410,clinton
80048,30,0,280,2,357,clinton
80049,4,1,82,1,105,clinton
80050,44,5,565,9,680,clinton
80051,49,2,159,1,224,clinton
80052,35,0,476,13,594,clinton
80053,21,1,302,4,362,clinton
80054,19,4,133,3,178,clinton
80055,62,1,632,6,785,clinton
80056,19,2,506,2,560,clinton
80057,26,5,241,2,307,clinton
80058,58,4,360,5,476,clinton
80059,11,1,90,2,113,clinton
80060,27,3,625,12,740,clinton
80061,4,1,89,1,99,clinton
80062,33,4,373,7,473,clinton
80063,23,4,473,1,585,clinton
80064,25,1,382,4,440,clinton
80065,13,1,559,5,614,clinton
80066,98,1,272,5,755,clinton
80067,87,4,351,4,480,clinton
80068,96,4,319,3,461,clinton
80069,18,1,143,2,175,clinton
80070,50,5,403,4,507,clinton
80071,42,1,330,10,418,clinton
80072,0,0,0,0,0,null
80073,29,2,277,0,343,clinton
80074,18,4,606,5,684,clinton
80075,0,0,10,0,11,clinton
80076,63,4,275,4,371,clinton
80077,32,2,522,7,626,clinton
80078,41,6,590,10,727,clinton
80079,54,2,525,9,674,clinton
80080,63,6,649,10,805,clinton
80081,54,2,637,10,808,clinton
80082,38,3,232,9,335,clinton
80083,62,3,486,18,634,clinton
80084,52,5,543,11,669,clinton
80085,56,2,581,10,712,clinton
80086,44,5,627,4,726,clinton
80087,17,1,210,5,263,clinton
80088,0,0,0,0,0,null
80089,0,0,0,0,0,null
80090,0,0,0,0,0,null
80091,0,0,0,0,0,null
80092,0,0,0,0,0,null
81001,21,1,404,6,671,clinton
81002,57,3,487,2,606,clinton
81003,14,0,166,1,192,clinton
81004,57,4,615,8,733,clinton
81005,38,7,538,5,644,clinton
81006,53,2,474,6,600,clinton
81007,69,8,591,9,779,clinton
81008,22,4,264,4,345,clinton
81009,23,3,359,2,409,clinton
81010,13,0,157,4,211,clinton
81011,9,0,104,0,125,clinton
81012,69,7,527,15,682,clinton
81013,39,1,258,6,354,clinton
81014,61,5,345,12,554,clinton
81015,77,4,497,16,680,clinton
81016,0,0,0,0,0,null
81017,23,1,582,6,705,clinton
81018,31,1,561,5,655,clinton
81019,18,5,345,2,441,clinton
81020,56,7,577,7,684,clinton
81021,34,1,491,1,576,clinton
81022,15,1,431,9,498,clinton
81023,32,1,575,3,685,clinton
81024,27,0,369,5,429,clinton
81025,134,6,172,4,341,clinton
81026,97,10,182,6,342,clinton
81027,153,3,158,7,353,clinton
81028,149,9,199,9,430,clinton
81029,126,6,140,5,306,clinton
81030,181,10,199,7,449,clinton
81031,159,5,167,4,375,clinton
81032,149,5,157,2,355,clinton
81033,72,9,397,12,543,clinton
81034,66,3,383,12,528,clinton
81035,65,5,322,14,462,clinton
81036,119,7,661,17,890,clinton
81037,74,9,533,7,692,clinton
81038,37,2,621,4,697,clinton
81039,36,5,299,9,386,clinton
81040,49,3,568,6,698,clinton
81041,125,11,528,13,780,clinton
81042,36,1,148,1,206,clinton
81043,81,5,308,9,528,clinton
81044,81,3,209,7,340,clinton
81045,16,1,113,1,150,clinton
81046,28,5,206,2,705,clinton
81047,32,2,113,5,175,clinton
81048,60,4,363,8,484,clinton
81049,81,8,285,13,483,clinton
81050,67,2,389,18,578,clinton
81051,63,9,317,10,447,clinton
81052,44,4,147,2,229,clinton
81053,55,4,135,0,235,clinton
81054,91,11,493,15,678,clinton
81055,129,2,442,11,677,clinton
81056,136,10,455,12,717,clinton
81057,81,4,257,14,408,clinton
81058,85,6,351,8,570,clinton
81059,118,6,226,11,432,clinton
81060,157,9,308,6,560,clinton
81061,60,2,185,9,341,clinton
81062,66,3,358,7,514,clinton
81063,137,5,334,9,535,clinton
81064,120,7,685,6,943,clinton
81065,144,10,411,10,638,clinton
81066,82,5,213,3,387,clinton
81067,67,2,298,7,427,clinton
81068,92,7,432,13,639,clinton
81069,138,7,516,10,783,clinton
81070,30,1,147,2,206,clinton
81071,159,14,626,9,928,clinton
81072,115,9,435,12,656,clinton
81073,81,3,349,8,505,clinton
81074,87,6,407,6,610,clinton
81075,82,8,445,10,635,clinton
81076,85,10,390,7,576,clinton
81077,79,3,386,11,543,clinton
81078,141,12,637,13,986,clinton
81079,151,9,444,7,704,clinton
81080,86,7,502,12,708,clinton
81081,53,2,371,7,503,clinton
81082,71,5,329,8,501,clinton
81083,75,2,342,14,566,clinton
81084,122,4,580,15,864,clinton
81085,50,1,217,3,311,clinton
81086,119,10,372,4,591,clinton
81087,71,5,349,7,512,clinton
81088,128,7,294,10,488,clinton
81089,66,4,337,5,458,clinton
81090,46,5,371,8,511,clinton
81091,59,7,343,3,512,clinton
81092,15,1,321,5,389,clinton
81093,34,1,497,5,587,clinton
81094,47,0,424,4,526,clinton
81095,44,3,208,10,291,clinton
81096,41,2,311,5,543,clinton
81097,20,2,421,10,497,clinton
81098,35,3,398,9,516,clinton
81099,67,4,588,13,766,clinton
81100,18,1,386,9,460,clinton
81101,0,0,0,0,0,null
81102,0,0,0,0,0,null
81103,0,0,0,0,0,null
81104,4,0,18,1,24,clinton
81105,0,0,0,0,0,null
81106,0,0,0,0,0,null
81107,2,0,84,0,100,clinton
82001,366,10,157,5,593,trump
82002,318,3,238,2,654,trump
82003,213,4,112,4,365,trump
82004,318,5,168,9,583,trump
82005,295,6,354,5,733,clinton
82006,187,3,284,4,517,clinton
82007,213,9,245,7,516,clinton
82008,135,4,445,8,648,clinton
82009,160,4,245,4,466,clinton
82010,187,10,488,7,758,clinton
82011,148,6,347,6,547,clinton
82012,16,1,324,5,376,clinton
82013,17,0,426,0,471,clinton
82014,10,3,176,1,201,clinton
82015,26,1,470,6,538,clinton
82016,136,3,312,5,531,clinton
82017,223,8,365,10,667,clinton
82018,67,0,246,2,359,clinton
82019,118,3,206,2,351,clinton
82020,166,8,199,5,417,clinton
82021,91,3,207,1,324,clinton
82022,158,4,352,6,571,clinton
82023,51,4,408,9,506,clinton
82024,137,5,370,9,564,clinton
82025,157,6,324,8,534,clinton
82026,0,0,0,0,0,null
82027,31,1,272,4,330,clinton
82028,61,4,521,6,633,clinton
82029,25,1,126,3,174,clinton
82030,64,5,438,2,592,clinton
82031,75,6,716,3,863,clinton
82032,188,5,330,9,596,clinton
82033,168,7,268,5,490,clinton
82034,134,7,240,5,425,clinton
82035,218,5,362,13,638,clinton
82036,231,6,443,5,744,clinton
82037,125,3,316,1,491,clinton
82038,91,2,335,9,485,clinton
82039,189,6,434,12,711,clinton
82040,215,2,230,6,492,clinton
82041,277,6,231,2,557,trump
82042,130,6,135,3,306,clinton
82043,254,1,194,4,499,trump
82044,257,4,210,8,528,trump
82045,229,4,146,4,428,trump
82046,267,4,173,6,525,trump
82047,254,8,177,8,500,trump
82048,291,7,208,9,560,trump
82049,375,7,215,6,642,trump
82050,91,2,212,3,342,clinton
82051,158,6,390,8,612,clinton
82052,196,11,365,17,652,clinton
82053,99,9,296,6,442,clinton
82054,1,0,49,0,50,clinton
82055,163,4,196,6,387,clinton
