aded,first2016,total_voted_reg2008,total_voted2016,pct_first2016_total_voted_reg2008,pct_first2016_total_voted2016
59072,29,422,629,6.872037915,4.610492846
59073,20,444,622,4.504504505,3.215434084
59074,16,445,661,3.595505618,2.420574887
59075,17,373,565,4.557640751,3.008849558
59076,12,333,527,3.603603604,2.277039848
59077,14,218,307,6.422018349,4.560260586
59078,12,220,325,5.454545455,3.692307692
59079,7,311,419,2.250803859,1.670644391
59080,15,313,450,4.792332268,3.333333333
59081,15,329,501,4.559270517,2.994011976
59082,6,298,434,2.013422819,1.382488479
59083,35,356,554,9.831460674,6.317689531
59084,11,374,555,2.941176471,1.981981982
59085,8,372,540,2.150537634,1.481481481
60001,19,343,525,5.539358601,3.619047619
60002,15,325,492,4.615384615,3.048780488
60003,10,380,505,2.631578947,1.98019802
60004,12,252,339,4.761904762,3.539823009
60005,22,421,512,5.225653207,4.296875
60006,13,152,214,8.552631579,6.074766355
60007,13,387,534,3.359173127,2.434456929
60008,11,340,485,3.235294118,2.268041237
60009,17,402,555,4.228855721,3.063063063
60010,11,216,327,5.092592593,3.363914373
60011,1,38,43,2.631578947,2.325581395
60012,14,199,282,7.035175879,4.964539007
60013,17,517,636,3.288201161,2.672955975
60014,20,404,550,4.95049505,3.636363636
60015,19,343,525,5.539358601,3.619047619
60016,10,168,265,5.952380952,3.773584906
60017,18,547,697,3.290676417,2.582496413
60018,20,278,392,7.194244604,5.102040816
60019,9,184,264,4.891304348,3.409090909
60020,4,58,118,6.896551724,3.389830508
60021,5,169,284,2.958579882,1.76056338
60022,18,258,418,6.976744186,4.306220096
60023,7,58,134,12.06896552,5.223880597
60024,24,260,442,9.230769231,5.429864253
60026,15,446,657,3.3632287,2.283105023
60027,12,360,510,3.333333333,2.352941176
60028,15,409,600,3.667481663,2.5
60029,18,321,520,5.607476636,3.461538462
60030,5,212,316,2.358490566,1.582278481
60031,32,363,538,8.815426997,5.94795539
60032,32,334,513,9.580838323,6.237816764
60033,23,382,546,6.020942408,4.212454212
60034,19,346,533,5.49132948,3.564727955
60035,25,270,391,9.259259259,6.393861893
60036,14,333,502,4.204204204,2.788844622
60037,16,290,468,5.517241379,3.418803419
60038,17,313,453,5.431309904,3.752759382
60039,29,342,514,8.479532164,5.642023346
60040,21,386,531,5.440414508,3.95480226
60041,12,354,481,3.389830508,2.494802495
60042,23,400,584,5.75,3.938356164
60043,17,370,564,4.594594595,3.014184397
60044,8,214,280,3.738317757,2.857142857
60045,19,424,552,4.481132075,3.442028986
60046,20,407,529,4.914004914,3.780718336
60047,22,336,541,6.547619048,4.066543438
60048,5,112,183,4.464285714,2.732240437
60049,20,322,483,6.211180124,4.140786749
60050,7,136,212,5.147058824,3.301886792
60051,13,423,566,3.073286052,2.296819788
60052,12,319,514,3.761755486,2.33463035
60053,17,332,498,5.120481928,3.413654618
60054,23,349,505,6.59025788,4.554455446
60055,16,280,399,5.714285714,4.010025063
60056,15,339,505,4.424778761,2.97029703
60057,19,447,657,4.250559284,2.891933029
60058,19,338,488,5.621301775,3.893442623
60059,18,327,466,5.504587156,3.862660944
60060,20,348,497,5.747126437,4.024144869
60061,22,314,476,7.006369427,4.621848739
60062,30,491,636,6.109979633,4.716981132
60063,17,478,600,3.556485356,2.833333333
60064,26,382,523,6.806282723,4.971319312
60065,23,461,599,4.989154013,3.839732888
60066,18,301,390,5.980066445,4.615384615
60067,17,267,341,6.367041199,4.985337243
60068,16,285,361,5.614035088,4.432132964
60069,6,80,118,7.5,5.084745763
60070,5,155,236,3.225806452,2.118644068
60071,23,299,388,7.692307692,5.927835052
60072,21,389,499,5.398457584,4.208416834
60073,23,328,439,7.012195122,5.239179954
60074,20,507,591,3.944773176,3.384094755
60075,27,522,672,5.172413793,4.017857143
60076,13,321,415,4.049844237,3.13253012
60077,16,379,487,4.221635884,3.285420945
60078,18,477,605,3.773584906,2.975206612
60079,9,296,393,3.040540541,2.290076336
60080,22,403,537,5.459057072,4.096834264
60081,13,402,540,3.233830846,2.407407407
60082,13,498,618,2.610441767,2.103559871
60083,9,447,579,2.013422819,1.554404145
60084,13,389,502,3.341902314,2.589641434
60085,8,341,553,2.346041056,1.446654611
60086,15,268,406,5.597014925,3.694581281
60087,21,233,366,9.012875536,5.737704918
60088,16,316,495,5.063291139,3.232323232
60089,13,218,409,5.963302752,3.178484108
60090,16,256,382,6.25,4.188481675
60091,15,268,417,5.597014925,3.597122302
61001,26,492,678,5.284552846,3.83480826
61002,21,452,650,4.646017699,3.230769231
61003,24,444,667,5.405405405,3.5982009
61004,17,263,411,6.463878327,4.136253041
61005,21,319,461,6.5830721,4.555314534
61006,20,246,340,8.130081301,5.882352941
61007,28,387,566,7.235142119,4.946996466
61008,13,245,362,5.306122449,3.591160221
61009,14,486,638,2.880658436,2.194357367
61010,32,448,655,7.142857143,4.885496183
61011,13,420,553,3.095238095,2.350813743
61012,27,684,857,3.947368421,3.150525088
61013,19,417,574,4.556354916,3.31010453
61014,17,467,606,3.640256959,2.805280528
61015,18,377,524,4.774535809,3.435114504
61016,15,339,540,4.424778761,2.777777778
61017,15,394,558,3.807106599,2.688172043
61018,22,384,556,5.729166667,3.956834532
61019,29,494,681,5.870445344,4.258443465
61020,34,435,626,7.816091954,5.431309904
61021,16,355,518,4.507042254,3.088803089
61022,23,406,633,5.665024631,3.633491311
61023,22,373,512,5.898123324,4.296875
61024,30,478,631,6.276150628,4.754358162
61025,24,470,653,5.106382979,3.675344564
61026,19,407,584,4.668304668,3.253424658
61027,24,409,604,5.86797066,3.973509934
61028,25,305,452,8.196721311,5.530973451
61029,27,420,557,6.428571429,4.847396768
61030,31,414,596,7.487922705,5.201342282
61031,22,471,659,4.670912951,3.338391502
61032,19,392,614,4.846938776,3.094462541
61033,22,407,629,5.405405405,3.497615262
61034,26,478,602,5.439330544,4.318936877
61035,29,441,562,6.575963719,5.160142349
61036,21,308,403,6.818181818,5.210918114
61037,30,494,611,6.072874494,4.909983633
61038,21,544,662,3.860294118,3.172205438
61039,16,496,614,3.225806452,2.605863192
61040,28,575,703,4.869565217,3.982930299
61041,18,485,573,3.711340206,3.141361257
61042,24,646,787,3.715170279,3.049555273
61043,20,418,517,4.784688995,3.868471954
61044,26,422,527,6.161137441,4.933586338
61045,28,472,592,5.93220339,4.72972973
61046,30,509,638,5.893909627,4.702194357
61047,27,561,692,4.812834225,3.901734104
61048,41,573,716,7.155322862,5.726256983
61049,12,211,306,5.687203791,3.921568627
61050,7,251,348,2.788844622,2.011494253
61051,25,404,538,6.188118812,4.646840149
61052,20,395,524,5.063291139,3.816793893
61053,26,470,674,5.531914894,3.857566766
61054,20,288,434,6.944444444,4.608294931
61055,22,376,556,5.85106383,3.956834532
61056,26,387,571,6.718346253,4.553415061
61057,26,469,669,5.543710021,3.886397608
61058,17,297,553,5.723905724,3.074141049
61059,13,352,467,3.693181818,2.78372591
61060,34,353,513,9.631728045,6.627680312
61061,18,290,509,6.206896552,3.536345776
61062,47,379,479,12.40105541,9.812108559
61063,10,150,231,6.666666667,4.329004329
61064,6,165,228,3.636363636,2.631578947
61065,24,368,577,6.52173913,4.159445407
61066,12,321,418,3.738317757,2.870813397
61067,27,412,595,6.553398058,4.537815126
61068,11,383,549,2.872062663,2.003642987
61069,25,383,557,6.527415144,4.488330341
61070,16,317,455,5.047318612,3.516483516
61071,16,436,532,3.669724771,3.007518797
61072,23,412,521,5.582524272,4.414587332
61073,26,409,615,6.356968215,4.227642276
61074,15,210,289,7.142857143,5.190311419
61075,16,265,387,6.037735849,4.134366925
61076,25,466,615,5.364806867,4.06504065
61077,15,243,347,6.172839506,4.322766571
61078,16,219,304,7.305936073,5.263157895
62001,44,465,637,9.462365591,6.907378336
62002,36,565,725,6.371681416,4.965517241
62003,43,469,636,9.168443497,6.761006289
62004,43,525,713,8.19047619,6.03085554
62005,29,490,680,5.918367347,4.264705882
62006,39,434,589,8.986175115,6.62139219
62007,45,524,677,8.58778626,6.646971935
62008,48,425,604,11.29411765,7.947019868
62009,16,297,364,5.387205387,4.395604396
62010,20,332,448,6.024096386,4.464285714
62011,39,544,702,7.169117647,5.555555556
62012,51,364,517,14.01098901,9.864603482
62013,43,489,687,8.793456033,6.259097525
62014,53,324,458,16.35802469,11.5720524
62015,57,476,654,11.97478992,8.71559633
62016,44,527,676,8.34914611,6.50887574
62017,40,354,479,11.29943503,8.350730689
62018,39,384,496,10.15625,7.862903226
62019,18,433,571,4.15704388,3.152364273
62020,29,509,648,5.697445972,4.475308642
62021,47,563,679,8.348134991,6.921944035
62022,39,514,667,7.587548638,5.847076462
62023,35,449,592,7.795100223,5.912162162
62024,37,390,523,9.487179487,7.07456979
62025,36,462,585,7.792207792,6.153846154
62026,28,501,627,5.588822355,4.465709729
62027,50,582,754,8.591065292,6.631299735
62028,56,507,666,11.04536489,8.408408408
62029,43,427,609,10.07025761,7.060755337
62030,47,523,686,8.986615679,6.851311953
62031,35,516,671,6.782945736,5.21609538
62032,33,493,629,6.693711968,5.246422893
62033,40,520,694,7.692307692,5.763688761
62034,33,556,701,5.935251799,4.707560628
62035,48,501,642,9.580838323,7.476635514
62036,39,447,579,8.724832215,6.735751295
62037,47,578,743,8.131487889,6.325706595
62038,48,549,701,8.743169399,6.847360913
62039,32,569,708,5.623901582,4.519774011
62040,40,550,701,7.272727273,5.706134094
62041,45,524,696,8.58778626,6.465517241
62042,51,558,736,9.139784946,6.929347826
62043,35,520,680,6.730769231,5.147058824
62044,47,519,687,9.055876686,6.841339156
62045,45,442,579,10.18099548,7.772020725
62046,41,562,698,7.295373665,5.873925501
62047,44,514,652,8.560311284,6.748466258
62048,39,473,617,8.245243129,6.320907618
62049,46,521,656,8.829174664,7.012195122
62050,41,598,748,6.856187291,5.481283422
62051,51,538,677,9.479553903,7.53323486
62052,36,587,735,6.132879046,4.897959184
62053,59,590,737,10,8.005427408
62054,30,510,647,5.882352941,4.636785162
62055,41,591,745,6.937394247,5.503355705
62056,48,510,698,9.411764706,6.876790831
62057,43,507,669,8.481262327,6.427503737
62058,28,535,714,5.23364486,3.921568627
62059,44,512,673,8.59375,6.537890045
62060,39,497,659,7.847082495,5.918057663
62061,36,553,723,6.50994575,4.979253112
62062,29,505,668,5.742574257,4.341317365
62063,31,389,507,7.969151671,6.114398422
62064,22,306,401,7.189542484,5.486284289
62065,35,613,757,5.709624796,4.623513871
62066,31,525,666,5.904761905,4.654654655
62067,33,517,665,6.382978723,4.962406015
62068,26,516,668,5.03875969,3.892215569
62069,31,448,576,6.919642857,5.381944444
62070,24,276,374,8.695652174,6.417112299
62071,42,510,652,8.235294118,6.441717791
62072,17,489,606,3.476482618,2.805280528
62073,37,517,661,7.156673114,5.597579425
62074,31,559,711,5.545617174,4.360056259
62075,41,506,684,8.102766798,5.994152047
62076,45,477,641,9.433962264,7.020280811
62077,49,543,705,9.023941068,6.95035461
62078,25,540,720,4.62962963,3.472222222
62079,36,304,428,11.84210526,8.411214953
62080,65,488,685,13.31967213,9.489051095
62081,56,503,679,11.1332008,8.24742268
62082,51,505,627,10.0990099,8.133971292
62083,44,504,700,8.73015873,6.285714286
62084,37,555,712,6.666666667,5.196629213
62085,38,474,606,8.016877637,6.270627063
62086,37,472,601,7.838983051,6.15640599
63001,34,547,714,6.215722121,4.761904762
63002,37,503,664,7.355864811,5.572289157
63003,30,354,449,8.474576271,6.681514477
63004,64,521,656,12.2840691,9.756097561
63005,38,462,571,8.225108225,6.654991243
63006,49,471,595,10.40339703,8.235294118
63007,37,294,467,12.58503401,7.922912206
63008,39,451,639,8.647450111,6.103286385
63009,2,49,61,4.081632653,3.278688525
63010,12,253,324,4.743083004,3.703703704
63011,32,441,547,7.256235828,5.850091408
63012,28,359,477,7.799442897,5.870020964
63013,28,429,630,6.526806527,4.444444444
63014,42,389,594,10.79691517,7.070707071
63015,29,514,672,5.642023346,4.31547619
63016,33,329,448,10.03039514,7.366071429
63017,12,169,269,7.100591716,4.460966543
63018,43,476,647,9.033613445,6.646058733
63019,34,358,503,9.497206704,6.75944334
63020,21,346,447,6.069364162,4.697986577
63021,30,424,576,7.075471698,5.208333333
63022,48,450,645,10.66666667,7.441860465
63023,40,431,623,9.280742459,6.420545746
63024,21,426,561,4.929577465,3.743315508
63025,19,322,436,5.900621118,4.357798165
63026,30,479,634,6.263048017,4.731861199
63027,30,470,633,6.382978723,4.739336493
63028,38,410,522,9.268292683,7.279693487
63029,40,463,625,8.639308855,6.4
63030,41,415,610,9.879518072,6.721311475
63031,33,460,618,7.173913043,5.339805825
63032,28,484,647,5.785123967,4.327666151
63033,43,556,734,7.73381295,5.858310627
63034,41,523,676,7.839388145,6.065088757
63035,34,593,709,5.733558179,4.795486601
63036,29,588,745,4.931972789,3.89261745
63037,36,426,613,8.450704225,5.872756933
63038,25,447,624,5.592841163,4.006410256
63039,21,366,553,5.737704918,3.797468354
63040,21,275,366,7.636363636,5.737704918
63041,15,251,370,5.976095618,4.054054054
63042,14,331,497,4.229607251,2.816901408
63043,13,416,581,3.125,2.237521515
63044,12,406,571,2.955665025,2.101576182
63045,19,321,486,5.919003115,3.909465021
63046,28,486,643,5.761316872,4.354587869
63047,28,440,618,6.363636364,4.530744337
63048,23,539,701,4.26716141,3.281027104
63049,22,530,699,4.150943396,3.147353362
63050,62,513,711,12.08576998,8.720112518
63051,32,471,609,6.794055202,5.254515599
63052,37,397,501,9.319899244,7.385229541
63053,39,489,679,7.975460123,5.743740795
63054,35,504,687,6.944444444,5.094614265
63055,37,465,630,7.956989247,5.873015873
63056,29,343,511,8.454810496,5.675146771
63057,25,519,667,4.816955684,3.748125937
63058,28,497,658,5.633802817,4.255319149
63059,29,465,610,6.23655914,4.754098361
63060,18,286,382,6.293706294,4.712041885
63061,32,487,621,6.570841889,5.152979066
63062,19,359,458,5.292479109,4.148471616
63063,43,599,741,7.178631052,5.802968961
63064,28,548,698,5.109489051,4.011461318
63065,39,529,674,7.372400756,5.786350148
63066,30,538,655,5.576208178,4.580152672
63067,30,551,693,5.444646098,4.329004329
63068,20,149,229,13.42281879,8.733624454
63069,49,465,613,10.53763441,7.993474715
63070,20,307,405,6.51465798,4.938271605
63071,13,307,422,4.234527687,3.08056872
63072,31,470,612,6.595744681,5.065359477
63073,43,451,643,9.534368071,6.687402799
63074,21,274,334,7.664233577,6.28742515
63075,22,298,401,7.382550336,5.486284289
63076,37,503,647,7.355864811,5.7187017
63077,32,394,555,8.121827411,5.765765766
63078,22,240,306,9.166666667,7.189542484
63079,27,412,540,6.553398058,5
63080,40,423,600,9.456264775,6.666666667
63081,22,308,431,7.142857143,5.104408353
63082,21,269,346,7.80669145,6.069364162
63083,25,374,583,6.684491979,4.288164666
63084,40,429,552,9.324009324,7.246376812
63085,47,356,547,13.20224719,8.592321755
64001,40,393,545,10.17811705,7.339449541
64002,48,520,654,9.230769231,7.339449541
64003,19,495,625,3.838383838,3.04
64004,37,426,544,8.685446009,6.801470588
64005,40,509,679,7.858546169,5.8910162
64006,37,532,719,6.954887218,5.146036161
64007,50,582,738,8.591065292,6.775067751
64008,13,474,616,2.742616034,2.11038961
64009,24,387,506,6.201550388,4.743083004
64010,24,422,537,5.687203791,4.469273743
64011,15,197,249,7.614213198,6.024096386
64012,45,384,522,11.71875,8.620689655
64013,21,183,255,11.47540984,8.235294118
64014,41,456,634,8.99122807,6.466876972
64015,40,518,644,7.722007722,6.211180124
64016,31,490,600,6.326530612,5.166666667
64017,30,484,611,6.198347107,4.909983633
64018,57,409,573,13.93643032,9.947643979
64019,31,350,516,8.857142857,6.007751938
64020,40,414,607,9.661835749,6.589785832
64021,45,404,583,11.13861386,7.718696398
64022,36,477,594,7.547169811,6.060606061
64023,23,393,501,5.852417303,4.590818363
64024,27,408,556,6.617647059,4.856115108
64025,51,417,588,12.23021583,8.673469388
64026,41,399,507,10.27568922,8.08678501
64027,47,404,571,11.63366337,8.23117338
64028,49,303,419,16.17161716,11.69451074
64029,42,437,597,9.610983982,7.035175879
64030,56,402,577,13.93034826,9.705372617
64031,39,418,568,9.330143541,6.866197183
64032,40,480,630,8.333333333,6.349206349
64033,38,442,588,8.597285068,6.462585034
64034,34,454,607,7.488986784,5.601317957
64035,32,477,603,6.708595388,5.306799337
64036,37,516,662,7.170542636,5.589123867
64037,28,418,531,6.698564593,5.27306968
64038,36,466,643,7.725321888,5.598755832
64039,43,407,558,10.56511057,7.70609319
64040,34,378,536,8.994708995,6.343283582
64041,41,354,540,11.5819209,7.592592593
64042,36,358,545,10.05586592,6.605504587
64043,37,337,508,10.97922849,7.283464567
64044,36,412,606,8.737864078,5.940594059
64045,30,365,564,8.219178082,5.319148936
64046,25,351,474,7.122507123,5.274261603
64047,34,462,604,7.359307359,5.629139073
64048,33,511,628,6.457925636,5.25477707
64049,20,432,591,4.62962963,3.384094755
64050,23,379,532,6.068601583,4.323308271
64051,30,343,519,8.746355685,5.780346821
64052,49,426,566,11.50234742,8.657243816
64053,28,425,595,6.588235294,4.705882353
64054,26,476,611,5.462184874,4.255319149
64055,28,444,547,6.306306306,5.118829982
64056,29,449,578,6.458797327,5.017301038
64057,54,299,480,18.06020067,11.25
64058,42,460,648,9.130434783,6.481481481
64059,44,379,531,11.60949868,8.286252354
64060,27,249,335,10.84337349,8.059701493
64061,36,326,497,11.04294479,7.243460765
64062,52,451,603,11.52993348,8.623548922
64063,19,337,473,5.637982196,4.016913319
64075,38,457,625,8.315098468,6.08
64076,35,430,623,8.139534884,5.617977528
64077,31,538,663,5.762081784,4.67571644
64078,33,441,628,7.482993197,5.25477707
64079,25,376,594,6.64893617,4.208754209
64080,27,399,626,6.766917293,4.313099042
64081,11,182,312,6.043956044,3.525641026
64082,11,75,126,14.66666667,8.73015873
64083,21,316,497,6.64556962,4.225352113
64084,20,438,627,4.566210046,3.189792663
64085,9,360,519,2.5,1.734104046
64086,27,394,639,6.852791878,4.225352113
64087,39,402,616,9.701492537,6.331168831
64088,29,403,581,7.196029777,4.991394148
64089,27,554,666,4.873646209,4.054054054
64090,23,479,689,4.801670146,3.338171263
64091,17,269,333,6.319702602,5.105105105
64092,9,130,188,6.923076923,4.787234043
64093,33,493,669,6.693711968,4.932735426
65001,5,135,509,3.703703704,0.982318271
65002,16,259,699,6.177606178,2.288984263
65003,8,175,581,4.571428571,1.376936317
65004,12,157,683,7.643312102,1.756954612
65005,18,127,344,14.17322835,5.23255814
65006,20,390,585,5.128205128,3.418803419
65007,24,439,546,5.466970387,4.395604396
65008,16,551,676,2.903811252,2.366863905
65009,10,158,486,6.329113924,2.057613169
65010,11,203,553,5.418719212,1.98915009
65011,8,137,475,5.839416058,1.684210526
65012,17,294,553,5.782312925,3.074141049
65013,9,317,553,2.839116719,1.627486438
65014,25,379,710,6.596306069,3.521126761
65015,12,341,624,3.519061584,1.923076923
65016,18,482,856,3.734439834,2.102803738
65017,0,7,13,0,0
65018,25,284,379,8.802816901,6.596306069
65019,39,300,416,13,9.375
65020,32,303,403,10.56105611,7.94044665
65021,30,333,482,9.009009009,6.22406639
65022,30,446,606,6.726457399,4.95049505
65023,27,226,382,11.94690265,7.068062827
65024,19,246,412,7.723577236,4.611650485
65025,32,195,259,16.41025641,12.35521236
65026,24,196,281,12.24489796,8.540925267
65027,36,371,507,9.703504043,7.100591716
65028,9,136,282,6.617647059,3.191489362
65029,17,122,263,13.93442623,6.463878327
65030,25,315,460,7.936507937,5.434782609
65031,37,410,511,9.024390244,7.240704501
65032,26,228,449,11.40350877,5.79064588
65033,64,381,535,16.79790026,11.96261682
65034,26,304,407,8.552631579,6.388206388
65035,30,271,430,11.0701107,6.976744186
65036,34,294,376,11.56462585,9.042553191
65037,30,339,478,8.849557522,6.276150628
65038,24,343,470,6.997084548,5.106382979
65039,39,366,461,10.6557377,8.459869848
65040,23,305,417,7.540983607,5.51558753
65041,22,203,431,10.83743842,5.104408353
65042,18,264,326,6.818181818,5.521472393
65043,25,343,491,7.288629738,5.091649695
65044,22,498,642,4.417670683,3.426791277
65045,29,477,623,6.07966457,4.654895666
65046,10,349,452,2.865329513,2.212389381
65047,24,326,420,7.36196319,5.714285714
65048,10,415,536,2.409638554,1.865671642
65049,38,471,582,8.067940552,6.529209622
65050,23,394,499,5.837563452,4.609218437
65051,20,409,526,4.88997555,3.802281369
65052,19,328,421,5.792682927,4.513064133
65053,17,373,481,4.557640751,3.534303534
65054,12,331,415,3.625377644,2.891566265
65055,14,362,456,3.867403315,3.070175439
65056,35,406,548,8.620689655,6.386861314
65057,26,312,424,8.333333333,6.132075472
65058,21,193,462,10.88082902,4.545454545
65059,17,244,501,6.967213115,3.393213573
65060,21,200,407,10.5,5.15970516
65061,34,253,480,13.43873518,7.083333333
65062,21,208,390,10.09615385,5.384615385
65063,23,245,463,9.387755102,4.967602592
65064,27,283,507,9.540636042,5.325443787
65065,11,117,235,9.401709402,4.680851064
65066,8,147,297,5.442176871,2.693602694
65067,3,58,101,5.172413793,2.97029703
65068,20,339,604,5.899705015,3.311258278
65069,11,183,393,6.010928962,2.798982188
65070,3,44,133,6.818181818,2.255639098
65071,28,261,541,10.72796935,5.175600739
65072,27,277,534,9.747292419,5.056179775
65073,15,242,418,6.198347107,3.588516746
65074,25,355,541,7.042253521,4.621072089
65075,22,221,480,9.954751131,4.583333333
65076,14,247,604,5.668016194,2.317880795
65077,17,391,674,4.347826087,2.522255193
65078,7,206,412,3.398058252,1.699029126
65079,20,308,671,6.493506494,2.980625931
65080,24,289,537,8.30449827,4.469273743
65081,23,269,531,8.550185874,4.331450094
65082,0,2,3,0,0
65083,20,288,408,6.944444444,4.901960784
65085,10,189,652,5.291005291,1.533742331
65086,6,105,405,5.714285714,1.481481481
65087,12,156,562,7.692307692,2.135231317
65088,14,266,696,5.263157895,2.011494253
65089,8,144,430,5.555555556,1.860465116
65090,5,242,440,2.066115702,1.136363636
65091,14,156,521,8.974358974,2.687140115
65092,8,154,288,5.194805195,2.777777778
65093,14,168,438,8.333333333,3.196347032
65099,7,107,311,6.542056075,2.250803859
66001,30,381,794,7.874015748,3.778337531
66002,18,270,532,6.666666667,3.383458647
66003,21,367,689,5.722070845,3.047895501
66004,12,311,704,3.8585209,1.704545455
66005,16,213,537,7.511737089,2.979515829
66006,16,345,559,4.637681159,2.862254025
66007,20,402,653,4.975124378,3.062787136
66008,20,529,761,3.780718336,2.628120894
66009,25,537,768,4.655493482,3.255208333
66010,24,371,653,6.469002695,3.675344564
66011,13,458,709,2.838427948,1.833568406
66012,24,512,794,4.6875,3.022670025
66013,21,390,657,5.384615385,3.196347032
66014,10,239,324,4.184100418,3.086419753
66015,10,257,423,3.891050584,2.364066194
66016,0,13,19,0,0
66017,1,6,11,16.66666667,9.090909091
66018,18,450,624,4,2.884615385
66019,20,436,724,4.587155963,2.762430939
66020,6,232,477,2.586206897,1.257861635
66021,20,431,675,4.64037123,2.962962963
66022,17,382,601,4.45026178,2.828618968
66023,10,504,769,1.984126984,1.300390117
66024,5,268,481,1.865671642,1.03950104
66025,8,207,298,3.8647343,2.684563758
66026,9,257,530,3.501945525,1.698113208
66027,12,224,383,5.357142857,3.133159269
66028,19,319,532,5.956112853,3.571428571
66029,12,230,464,5.217391304,2.586206897
66030,10,307,646,3.25732899,1.547987616
66031,19,206,413,9.223300971,4.600484262
66032,16,354,666,4.519774011,2.402402402
66033,12,219,378,5.479452055,3.174603175
66034,14,356,659,3.93258427,2.124430956
66035,19,298,555,6.375838926,3.423423423
66036,11,268,599,4.104477612,1.83639399
66037,7,259,588,2.702702703,1.19047619
66038,17,281,430,6.049822064,3.953488372
66039,13,257,600,5.058365759,2.166666667
66040,0,6,9,0,0
66041,11,214,455,5.140186916,2.417582418
66042,2,67,107,2.985074627,1.869158879
66043,13,240,569,5.416666667,2.284710018
66044,4,247,502,1.619433198,0.796812749
66045,6,270,430,2.222222222,1.395348837
66046,15,257,550,5.836575875,2.727272727
66047,11,340,548,3.235294118,2.00729927
66048,15,373,692,4.021447721,2.167630058
66049,12,378,681,3.174603175,1.762114537
66050,8,342,478,2.339181287,1.673640167
66051,12,443,575,2.708803612,2.086956522
66052,7,460,623,1.52173913,1.123595506
66053,22,561,759,3.921568627,2.898550725
66054,14,396,698,3.535353535,2.005730659
66055,10,365,568,2.739726027,1.76056338
66056,8,262,495,3.053435115,1.616161616
66057,20,422,683,4.739336493,2.928257687
66058,6,203,342,2.955665025,1.754385965
66059,7,492,669,1.422764228,1.046337818
66060,9,441,657,2.040816327,1.369863014
66061,13,483,709,2.691511387,1.833568406
66062,7,367,637,1.907356948,1.098901099
66063,15,358,645,4.189944134,2.325581395
66064,10,335,610,2.985074627,1.639344262
66065,6,183,552,3.278688525,1.086956522
66066,17,317,552,5.362776025,3.079710145
66067,18,275,520,6.545454545,3.461538462
66068,27,449,701,6.013363029,3.851640514
66069,16,386,643,4.14507772,2.488335925
66070,2,65,153,3.076923077,1.307189542
66071,12,355,617,3.38028169,1.944894652
66072,14,363,643,3.856749311,2.177293935
66073,16,415,670,3.855421687,2.388059701
66074,10,351,583,2.849002849,1.715265866
66075,14,386,678,3.626943005,2.064896755
66076,19,440,750,4.318181818,2.533333333
66077,9,463,766,1.943844492,1.174934726
66078,38,584,843,6.506849315,4.507710558
66079,15,546,777,2.747252747,1.930501931
66080,24,519,697,4.624277457,3.443328551
66081,16,462,762,3.463203463,2.099737533
66082,7,386,598,1.813471503,1.170568562
66083,12,458,719,2.620087336,1.668984701
66084,11,501,766,2.195608782,1.436031332
66085,17,482,759,3.526970954,2.239789196
66086,18,434,727,4.147465438,2.475928473
66087,22,542,811,4.05904059,2.71270037
66088,14,303,469,4.620462046,2.985074627
66089,14,380,649,3.684210526,2.157164869
66090,9,205,402,4.390243902,2.23880597
66091,16,274,697,5.839416058,2.295552367
66092,0,9,18,0,0
66096,13,264,528,4.924242424,2.462121212
66097,5,229,479,2.183406114,1.043841336
66098,9,276,589,3.260869565,1.528013582
66099,26,430,813,6.046511628,3.19803198
66100,2,48,268,4.166666667,0.746268657
66101,6,224,413,2.678571429,1.452784504
66102,19,309,588,6.148867314,3.231292517
66103,9,185,452,4.864864865,1.991150442
66104,6,104,167,5.769230769,3.592814371
66105,23,335,498,6.865671642,4.618473896
66106,3,172,283,1.744186047,1.060070671
67001,10,250,498,4,2.008032129
67002,19,368,861,5.163043478,2.206736353
67003,12,256,550,4.6875,2.181818182
67004,15,259,535,5.791505792,2.803738318
67005,30,396,664,7.575757576,4.518072289
67006,10,225,516,4.444444444,1.937984496
67007,13,267,365,4.868913858,3.561643836
67008,18,377,727,4.774535809,2.475928473
67009,14,260,542,5.384615385,2.58302583
67010,18,436,698,4.128440367,2.578796562
67011,10,178,346,5.617977528,2.89017341
67012,7,128,307,5.46875,2.280130293
67013,19,267,573,7.116104869,3.315881326
67014,19,374,701,5.080213904,2.710413695
67015,18,406,690,4.433497537,2.608695652
67016,14,369,599,3.79403794,2.337228715
67017,9,347,619,2.593659942,1.453957997
67018,13,421,679,3.087885986,1.914580265
67019,22,388,630,5.670103093,3.492063492
67020,14,198,462,7.070707071,3.03030303
67021,5,105,283,4.761904762,1.766784452
67022,14,198,380,7.070707071,3.684210526
67023,10,436,702,2.293577982,1.424501425
67024,13,313,615,4.153354633,2.113821138
67025,20,320,391,6.25,5.115089514
67026,27,326,521,8.282208589,5.182341651
67027,29,439,561,6.605922551,5.169340463
67028,13,403,735,3.225806452,1.768707483
67029,18,308,659,5.844155844,2.731411229
67030,7,114,235,6.140350877,2.978723404
67031,10,480,679,2.083333333,1.47275405
67032,40,490,786,8.163265306,5.089058524
67033,17,342,599,4.970760234,2.838063439
67034,12,245,461,4.897959184,2.603036876
67035,13,381,664,3.412073491,1.957831325
67036,5,211,400,2.369668246,1.25
67037,19,406,648,4.679802956,2.932098765
