aded,first2016,total_voted_reg2008,total_voted2016,pct_first2016_total_voted_reg2008,pct_first2016_total_voted2016
41021,31,387,520,8.010335917,5.961538462
41022,13,94,133,13.82978723,9.77443609
41023,3,69,85,4.347826087,3.529411765
41024,3,61,86,4.918032787,3.488372093
41025,6,74,106,8.108108108,5.660377358
41026,1,39,67,2.564102564,1.492537313
41027,6,223,295,2.69058296,2.033898305
41028,23,488,640,4.713114754,3.59375
41029,2,15,46,13.33333333,4.347826087
41030,16,388,544,4.12371134,2.941176471
41031,16,385,529,4.155844156,3.024574669
41032,24,343,475,6.997084548,5.052631579
41033,15,393,521,3.816793893,2.879078695
41034,16,359,463,4.456824513,3.455723542
41035,32,378,539,8.465608466,5.936920223
41036,33,411,561,8.02919708,5.882352941
41037,19,488,619,3.893442623,3.069466882
41038,20,527,683,3.795066414,2.928257687
41039,29,530,672,5.471698113,4.31547619
41040,23,396,512,5.808080808,4.4921875
41041,19,474,592,4.008438819,3.209459459
41042,7,163,218,4.294478528,3.211009174
41043,13,341,542,3.812316716,2.398523985
41044,17,149,225,11.40939597,7.555555556
41045,15,374,493,4.010695187,3.042596349
41046,46,528,673,8.712121212,6.835066865
41047,9,375,497,2.4,1.810865191
41048,9,200,281,4.5,3.202846975
41049,8,459,619,1.74291939,1.292407108
41050,24,433,551,5.542725173,4.355716878
41051,6,118,164,5.084745763,3.658536585
41052,11,220,290,5,3.793103448
41053,17,231,343,7.359307359,4.956268222
41054,20,341,498,5.865102639,4.016064257
41055,15,432,556,3.472222222,2.697841727
41056,17,232,301,7.327586207,5.647840532
41057,14,263,360,5.323193916,3.888888889
41058,19,368,477,5.163043478,3.983228512
41059,28,419,540,6.682577566,5.185185185
41060,17,287,395,5.923344948,4.303797468
41061,29,233,354,12.44635193,8.192090395
41062,25,314,462,7.961783439,5.411255411
41063,22,461,587,4.772234273,3.747870528
41064,18,419,496,4.295942721,3.629032258
41065,13,127,187,10.23622047,6.951871658
41066,21,311,426,6.752411576,4.929577465
41067,17,291,375,5.841924399,4.533333333
41068,19,281,382,6.761565836,4.97382199
41069,25,319,428,7.836990596,5.841121495
41070,43,377,496,11.40583554,8.669354839
41071,40,360,504,11.11111111,7.936507937
41072,36,355,468,10.14084507,7.692307692
41073,35,453,624,7.726269316,5.608974359
41074,39,460,614,8.47826087,6.351791531
41075,39,324,491,12.03703704,7.942973523
41076,32,287,450,11.14982578,7.111111111
41077,31,333,504,9.309309309,6.150793651
41078,19,254,382,7.480314961,4.97382199
41079,38,324,515,11.72839506,7.378640777
41080,6,47,69,12.76595745,8.695652174
41081,22,216,302,10.18518519,7.284768212
41082,39,311,462,12.54019293,8.441558442
41083,30,191,341,15.70680628,8.797653959
41084,29,487,639,5.954825462,4.538341158
41085,24,254,363,9.448818898,6.611570248
41086,25,365,519,6.849315068,4.816955684
41087,31,264,389,11.74242424,7.969151671
41088,37,321,471,11.52647975,7.855626327
41089,39,222,327,17.56756757,11.9266055
41090,2,100,158,2,1.265822785
41091,11,190,274,5.789473684,4.01459854
41092,27,194,278,13.91752577,9.712230216
41093,0,2,5,0,0
41094,17,282,397,6.028368794,4.282115869
41095,17,288,360,5.902777778,4.722222222
41096,12,362,460,3.314917127,2.608695652
41097,16,384,498,4.166666667,3.212851406
41098,18,266,411,6.766917293,4.379562044
42001,2,31,51,6.451612903,3.921568627
42002,18,291,466,6.18556701,3.862660944
42003,10,297,516,3.367003367,1.937984496
42004,19,305,546,6.229508197,3.47985348
42005,20,265,418,7.547169811,4.784688995
42006,32,346,616,9.248554913,5.194805195
42007,24,403,668,5.955334988,3.592814371
42008,19,400,630,4.75,3.015873016
42009,19,318,582,5.974842767,3.264604811
42010,22,382,580,5.759162304,3.793103448
42011,17,361,602,4.709141274,2.823920266
42012,26,276,497,9.420289855,5.23138833
42013,21,384,589,5.46875,3.565365025
42014,13,301,517,4.318936877,2.51450677
42015,19,356,589,5.337078652,3.225806452
42016,12,268,455,4.47761194,2.637362637
42017,13,207,371,6.280193237,3.504043127
42018,15,381,599,3.937007874,2.504173623
42019,10,262,442,3.816793893,2.262443439
42020,11,314,520,3.503184713,2.115384615
42021,14,320,575,4.375,2.434782609
42022,34,404,640,8.415841584,5.3125
42023,17,230,387,7.391304348,4.392764858
42024,13,289,619,4.498269896,2.100161551
42025,10,380,530,2.631578947,1.886792453
42026,25,295,497,8.474576271,5.030181087
42027,11,345,580,3.188405797,1.896551724
42028,18,318,555,5.660377358,3.243243243
42029,22,336,565,6.547619048,3.89380531
42030,13,378,580,3.439153439,2.24137931
42031,9,325,518,2.769230769,1.737451737
42032,2,88,158,2.272727273,1.265822785
42033,0,16,26,0,0
42034,7,294,394,2.380952381,1.776649746
42035,12,389,640,3.084832905,1.875
42036,24,459,592,5.22875817,4.054054054
42037,5,212,257,2.358490566,1.945525292
42038,19,382,467,4.97382199,4.068522484
42039,14,400,579,3.5,2.417962003
42040,18,426,654,4.225352113,2.752293578
42041,13,483,683,2.691511387,1.903367496
42042,18,409,611,4.400977995,2.94599018
42043,14,332,528,4.21686747,2.651515152
42044,15,278,478,5.395683453,3.138075314
42045,23,338,546,6.804733728,4.212454212
42046,22,350,558,6.285714286,3.94265233
42047,19,306,517,6.209150327,3.675048356
42048,19,422,617,4.502369668,3.079416532
42049,15,393,563,3.816793893,2.664298401
42050,19,339,510,5.604719764,3.725490196
42051,8,300,432,2.666666667,1.851851852
42052,24,424,630,5.660377358,3.80952381
42053,25,385,570,6.493506494,4.385964912
42054,18,406,579,4.433497537,3.10880829
42055,12,344,518,3.488372093,2.316602317
42056,20,361,567,5.540166205,3.527336861
42057,20,421,607,4.750593824,3.294892916
42058,15,300,475,5,3.157894737
42059,7,176,229,3.977272727,3.056768559
42060,6,93,117,6.451612903,5.128205128
42061,27,357,527,7.56302521,5.123339658
42062,9,367,469,2.452316076,1.918976546
42063,10,384,512,2.604166667,1.953125
42064,14,460,534,3.043478261,2.621722846
42065,11,275,362,4,3.038674033
42066,18,253,327,7.114624506,5.504587156
42067,21,259,415,8.108108108,5.060240964
42068,10,241,425,4.149377593,2.352941176
42069,6,105,133,5.714285714,4.511278195
42070,17,329,558,5.167173252,3.046594982
42071,13,345,536,3.768115942,2.425373134
42072,21,396,613,5.303030303,3.425774878
42073,15,416,638,3.605769231,2.351097179
42074,17,324,527,5.24691358,3.225806452
42075,20,316,535,6.329113924,3.738317757
42076,11,170,342,6.470588235,3.216374269
42077,13,356,581,3.651685393,2.237521515
42078,12,311,456,3.8585209,2.631578947
42079,20,347,637,5.763688761,3.139717425
42080,19,395,554,4.810126582,3.429602888
42081,19,323,516,5.882352941,3.682170543
42082,14,206,283,6.796116505,4.946996466
43001,12,332,659,3.614457831,1.820940819
43002,12,265,444,4.528301887,2.702702703
43003,15,321,617,4.672897196,2.431118314
43004,12,369,624,3.25203252,1.923076923
43005,5,235,447,2.127659574,1.118568233
43006,15,389,650,3.856041131,2.307692308
43007,21,310,564,6.774193548,3.723404255
43008,17,283,481,6.007067138,3.534303534
43009,10,243,425,4.115226337,2.352941176
43010,11,190,275,5.789473684,4
43011,23,399,590,5.764411028,3.898305085
43012,12,349,555,3.438395415,2.162162162
43013,18,319,488,5.642633229,3.68852459
43014,12,436,654,2.752293578,1.834862385
43015,12,310,495,3.870967742,2.424242424
43016,15,302,504,4.966887417,2.976190476
43017,18,362,530,4.972375691,3.396226415
43018,13,406,670,3.201970443,1.940298507
43019,15,271,470,5.535055351,3.191489362
43020,12,429,578,2.797202797,2.076124567
43021,21,391,632,5.37084399,3.32278481
43022,6,322,519,1.863354037,1.156069364
43023,18,317,542,5.678233438,3.32103321
43024,21,352,571,5.965909091,3.677758319
43025,13,278,448,4.676258993,2.901785714
43026,23,347,598,6.628242075,3.846153846
43027,18,393,677,4.580152672,2.658788774
43028,23,408,636,5.637254902,3.616352201
43029,19,267,467,7.116104869,4.068522484
43030,18,342,591,5.263157895,3.045685279
43031,18,547,794,3.290676417,2.267002519
43032,15,341,538,4.398826979,2.788104089
43033,13,419,744,3.102625298,1.747311828
43034,5,165,291,3.03030303,1.718213058
43035,26,332,593,7.831325301,4.384485666
43036,19,324,576,5.864197531,3.298611111
43037,15,356,597,4.213483146,2.512562814
43038,15,453,635,3.311258278,2.362204724
43039,12,382,660,3.141361257,1.818181818
43040,15,287,391,5.226480836,3.836317136
43041,6,245,546,2.448979592,1.098901099
43042,9,287,519,3.135888502,1.734104046
43043,15,378,556,3.968253968,2.697841727
43044,17,293,486,5.802047782,3.497942387
43045,15,311,622,4.823151125,2.411575563
43046,14,318,583,4.402515723,2.401372213
43047,2,244,374,0.819672131,0.534759358
43048,14,257,370,5.447470817,3.783783784
43049,20,342,518,5.847953216,3.861003861
43050,15,373,611,4.021447721,2.454991817
43051,20,423,602,4.728132388,3.322259136
43052,13,387,572,3.359173127,2.272727273
43053,29,381,588,7.611548556,4.931972789
43054,20,405,588,4.938271605,3.401360544
43055,19,369,587,5.149051491,3.236797274
43056,19,276,378,6.884057971,5.026455026
43057,22,267,390,8.239700375,5.641025641
43058,15,259,405,5.791505792,3.703703704
43059,30,369,542,8.130081301,5.535055351
43060,13,266,409,4.887218045,3.178484108
43061,14,322,499,4.347826087,2.805611222
43062,11,374,533,2.941176471,2.063789869
43063,16,249,402,6.425702811,3.980099502
43064,20,335,507,5.970149254,3.944773176
43065,10,285,453,3.50877193,2.207505519
43066,18,470,650,3.829787234,2.769230769
43067,15,514,630,2.918287938,2.380952381
43068,22,358,505,6.145251397,4.356435644
43069,12,256,392,4.6875,3.06122449
43070,6,52,77,11.53846154,7.792207792
43071,11,384,500,2.864583333,2.2
43072,6,233,433,2.575107296,1.385681293
43073,14,448,627,3.125,2.232854864
43074,16,304,537,5.263157895,2.979515829
43075,23,468,634,4.914529915,3.627760252
43076,22,365,562,6.02739726,3.914590747
43077,8,206,308,3.883495146,2.597402597
43078,13,312,469,4.166666667,2.771855011
43079,6,181,252,3.314917127,2.380952381
43080,8,310,468,2.580645161,1.709401709
43081,10,238,414,4.201680672,2.415458937
43082,4,328,563,1.219512195,0.710479574
43083,11,214,338,5.140186916,3.25443787
43084,23,231,355,9.956709957,6.478873239
43085,32,308,444,10.38961039,7.207207207
43086,4,57,236,7.01754386,1.694915254
43087,7,262,534,2.671755725,1.310861423
44001,22,285,467,7.719298246,4.710920771
44002,8,210,285,3.80952381,2.807017544
44003,29,357,486,8.1232493,5.967078189
44004,13,243,392,5.349794239,3.316326531
44005,13,218,379,5.963302752,3.430079156
44006,21,339,592,6.194690265,3.547297297
44007,16,317,479,5.047318612,3.340292276
44008,19,243,369,7.818930041,5.149051491
44009,30,399,645,7.518796992,4.651162791
44010,29,269,583,10.78066914,4.974271012
44011,15,133,222,11.27819549,6.756756757
44012,4,60,102,6.666666667,3.921568627
44013,19,204,288,9.31372549,6.597222222
44014,22,286,522,7.692307692,4.214559387
44015,15,367,568,4.08719346,2.64084507
44016,13,227,473,5.726872247,2.748414376
44017,24,299,469,8.026755853,5.117270789
44018,19,403,611,4.714640199,3.109656301
44019,37,381,638,9.711286089,5.799373041
44020,21,281,505,7.473309609,4.158415842
44021,0,41,49,0,0
44022,4,17,21,23.52941176,19.04761905
44023,24,266,418,9.022556391,5.741626794
44024,15,237,375,6.329113924,4
44025,21,441,620,4.761904762,3.387096774
44026,30,447,652,6.711409396,4.601226994
44027,30,377,586,7.957559682,5.119453925
44028,28,259,447,10.81081081,6.263982103
44029,22,303,482,7.260726073,4.564315353
44030,30,298,488,10.06711409,6.147540984
44031,24,448,633,5.357142857,3.791469194
44032,5,82,97,6.097560976,5.154639175
44033,17,367,656,4.632152589,2.591463415
44034,17,247,432,6.882591093,3.935185185
44035,18,386,586,4.663212435,3.071672355
44036,18,327,499,5.504587156,3.607214429
44037,12,188,333,6.382978723,3.603603604
44038,8,409,546,1.95599022,1.465201465
44039,15,266,422,5.639097744,3.55450237
44040,5,60,115,8.333333333,4.347826087
44041,4,129,177,3.100775194,2.259887006
44042,19,339,515,5.604719764,3.689320388
44043,17,418,574,4.066985646,2.961672474
44044,14,203,343,6.896551724,4.081632653
44045,18,313,461,5.750798722,3.904555315
44046,7,170,277,4.117647059,2.527075812
44047,2,70,110,2.857142857,1.818181818
44048,14,282,397,4.964539007,3.526448363
44049,25,396,526,6.313131313,4.752851711
44050,18,390,647,4.615384615,2.782071097
44051,23,521,745,4.414587332,3.087248322
44052,22,599,824,3.67278798,2.669902913
44053,22,500,710,4.4,3.098591549
44054,18,478,664,3.765690377,2.710843373
44055,15,522,663,2.873563218,2.262443439
44056,24,449,602,5.345211581,3.986710963
44057,23,612,797,3.758169935,2.885821832
44058,15,481,664,3.118503119,2.259036145
44059,15,504,705,2.976190476,2.127659574
44060,23,409,575,5.623471883,4
44061,13,242,426,5.371900826,3.051643192
44062,10,309,467,3.236245955,2.141327623
44063,10,278,538,3.597122302,1.858736059
44064,3,148,219,2.027027027,1.369863014
44065,15,389,603,3.856041131,2.487562189
44066,22,355,549,6.197183099,4.007285974
44067,10,287,424,3.484320557,2.358490566
44068,20,471,705,4.246284501,2.836879433
44069,5,312,465,1.602564103,1.075268817
44070,6,342,486,1.754385965,1.234567901
44071,10,419,627,2.386634845,1.594896332
44072,15,452,666,3.318584071,2.252252252
44073,14,489,753,2.862985685,1.859229748
44074,16,422,659,3.791469194,2.427921093
44075,10,420,664,2.380952381,1.506024096
44076,24,405,656,5.925925926,3.658536585
44077,6,414,638,1.449275362,0.940438871
44078,17,591,807,2.876480541,2.106567534
44079,19,466,730,4.077253219,2.602739726
44080,7,389,524,1.799485861,1.335877863
44081,30,317,501,9.463722397,5.988023952
44082,14,297,465,4.713804714,3.010752688
44083,17,478,703,3.556485356,2.418207681
44084,8,266,388,3.007518797,2.06185567
44085,15,185,276,8.108108108,5.434782609
44086,11,221,385,4.977375566,2.857142857
44087,29,374,599,7.754010695,4.841402337
44088,16,286,420,5.594405594,3.80952381
44089,19,287,409,6.620209059,4.645476773
44090,8,236,311,3.389830508,2.572347267
45001,31,402,577,7.711442786,5.372616984
45002,27,385,534,7.012987013,5.056179775
45003,25,380,543,6.578947368,4.604051565
45004,27,363,540,7.438016529,5
45005,21,384,558,5.46875,3.76344086
45006,22,430,589,5.11627907,3.735144312
45007,3,20,37,15,8.108108108
45008,17,300,408,5.666666667,4.166666667
45009,23,355,487,6.478873239,4.722792608
45010,7,154,206,4.545454545,3.398058252
45011,37,283,458,13.07420495,8.07860262
45012,24,209,370,11.48325359,6.486486486
45013,28,318,461,8.805031447,6.073752711
45014,25,281,419,8.896797153,5.966587112
45015,5,111,144,4.504504505,3.472222222
45016,36,344,509,10.46511628,7.072691552
45017,18,256,381,7.03125,4.724409449
45018,7,28,49,25,14.28571429
45019,26,315,448,8.253968254,5.803571429
45020,28,323,437,8.66873065,6.407322654
45021,23,295,407,7.796610169,5.651105651
45022,24,276,431,8.695652174,5.568445476
45023,24,251,383,9.561752988,6.266318538
45024,17,249,366,6.827309237,4.644808743
45025,9,74,146,12.16216216,6.164383562
45026,28,215,341,13.02325581,8.211143695
45027,32,264,445,12.12121212,7.191011236
45028,37,204,305,18.1372549,12.13114754
45029,21,191,258,10.9947644,8.139534884
45030,36,325,499,11.07692308,7.214428858
45031,26,302,464,8.609271523,5.603448276
45032,21,242,355,8.67768595,5.915492958
45033,30,286,425,10.48951049,7.058823529
45034,34,204,335,16.66666667,10.14925373
45035,40,322,440,12.42236025,9.090909091
45036,24,214,289,11.21495327,8.30449827
45037,40,275,406,14.54545455,9.852216749
45038,37,232,368,15.94827586,10.05434783
45039,4,37,52,10.81081081,7.692307692
45040,35,354,476,9.88700565,7.352941176
45041,15,124,179,12.09677419,8.379888268
45042,29,287,417,10.10452962,6.954436451
45043,46,359,527,12.81337047,8.728652751
45044,43,210,379,20.47619048,11.34564644
45045,16,272,383,5.882352941,4.177545692
45046,19,309,431,6.148867314,4.408352668
45047,8,39,76,20.51282051,10.52631579
45048,34,248,358,13.70967742,9.497206704
45049,5,87,125,5.747126437,4
45050,26,338,525,7.692307692,4.952380952
45051,27,211,332,12.79620853,8.13253012
45052,7,58,94,12.06896552,7.446808511
45053,27,218,348,12.3853211,7.75862069
45054,21,185,259,11.35135135,8.108108108
45055,2,17,34,11.76470588,5.882352941
45056,25,180,276,13.88888889,9.057971014
45057,37,338,499,10.94674556,7.414829659
45058,41,274,423,14.96350365,9.692671395
45059,19,244,436,7.786885246,4.357798165
45060,42,253,490,16.60079051,8.571428571
45061,18,100,196,18,9.183673469
45062,47,228,429,20.61403509,10.95571096
45063,17,148,275,11.48648649,6.181818182
45064,63,336,482,18.75,13.07053942
45065,30,205,332,14.63414634,9.036144578
45066,59,431,598,13.68909513,9.866220736
45067,27,275,412,9.818181818,6.553398058
45068,48,333,425,14.41441441,11.29411765
45069,34,325,454,10.46153846,7.488986784
45070,46,359,485,12.81337047,9.484536082
45071,31,253,367,12.25296443,8.446866485
45072,21,211,266,9.952606635,7.894736842
45073,31,298,432,10.40268456,7.175925926
45074,66,398,609,16.58291457,10.83743842
45075,30,374,575,8.021390374,5.217391304
45076,13,247,339,5.263157895,3.83480826
45077,16,230,342,6.956521739,4.678362573
45078,25,283,422,8.833922261,5.924170616
46001,92,320,466,28.75,19.74248927
46002,37,310,416,11.93548387,8.894230769
46003,70,297,409,23.56902357,17.11491443
46004,32,346,494,9.248554913,6.477732794
46005,35,351,486,9.971509972,7.201646091
46006,33,252,356,13.0952381,9.269662921
46007,32,319,412,10.03134796,7.766990291
46008,40,410,537,9.756097561,7.448789572
46009,18,261,383,6.896551724,4.699738903
46010,26,331,422,7.854984894,6.161137441
46011,32,324,404,9.87654321,7.920792079
46012,27,325,462,8.307692308,5.844155844
46013,23,259,373,8.88030888,6.166219839
46014,42,284,402,14.78873239,10.44776119
46015,36,298,431,12.08053691,8.352668213
46016,28,209,430,13.39712919,6.511627907
46017,42,303,433,13.86138614,9.699769053
46018,61,291,398,20.96219931,15.32663317
46019,42,456,625,9.210526316,6.72
46020,28,324,450,8.641975309,6.222222222
46021,40,379,494,10.55408971,8.097165992
46022,30,334,437,8.982035928,6.864988558
46023,33,317,391,10.41009464,8.439897698
46024,72,343,437,20.99125364,16.47597254
46025,26,359,456,7.242339833,5.701754386
46026,51,448,591,11.38392857,8.629441624
46027,23,210,270,10.95238095,8.518518519
46028,102,309,391,33.00970874,26.08695652
46029,22,319,415,6.896551724,5.301204819
46030,38,333,415,11.41141141,9.156626506
46031,32,384,660,8.333333333,4.848484848
46032,26,207,323,12.56038647,8.049535604
46033,42,320,438,13.125,9.589041096
46034,19,287,467,6.620209059,4.068522484
46035,15,161,245,9.316770186,6.12244898
46036,31,354,483,8.757062147,6.418219462
46037,0,0,0,0,0
46038,31,293,447,10.58020478,6.935123043
46039,20,205,321,9.756097561,6.230529595
46040,13,105,163,12.38095238,7.975460123
46041,38,548,736,6.934306569,5.163043478
46042,36,306,427,11.76470588,8.430913349
46043,31,264,421,11.74242424,7.363420428
46044,32,282,434,11.34751773,7.373271889
46045,31,280,434,11.07142857,7.142857143
46046,36,308,415,11.68831169,8.674698795
46047,48,409,564,11.73594132,8.510638298
46048,36,383,577,9.399477807,6.239168111
46049,23,426,623,5.399061033,3.691813804
46050,31,478,657,6.485355649,4.718417047
46051,21,399,500,5.263157895,4.2
46052,17,411,503,4.136253041,3.37972167
46053,29,394,582,7.360406091,4.982817869
46054,22,384,570,5.729166667,3.859649123
46055,26,352,607,7.386363636,4.283360791
46056,22,359,583,6.128133705,3.773584906
46057,18,368,517,4.891304348,3.481624758
46058,30,396,657,7.575757576,4.566210046
46059,40,420,638,9.523809524,6.269592476
46060,29,551,698,5.263157895,4.154727794
46061,20,284,389,7.042253521,5.141388175
46062,26,462,613,5.627705628,4.241435563
46063,27,462,658,5.844155844,4.103343465
46064,39,505,704,7.722772277,5.539772727
46065,30,488,684,6.147540984,4.385964912
46066,34,363,573,9.366391185,5.933682373
46067,38,428,580,8.878504673,6.551724138
46068,38,511,656,7.436399217,5.792682927
46069,31,429,578,7.226107226,5.363321799
46070,35,424,559,8.254716981,6.26118068
46071,37,414,596,8.937198068,6.208053691
46072,46,457,629,10.06564551,7.313195548
46073,43,247,397,17.40890688,10.83123426
46074,5,49,126,10.20408163,3.968253968
46075,28,533,689,5.253283302,4.063860668
46076,15,316,415,4.746835443,3.614457831
46077,42,335,484,12.53731343,8.67768595
46078,26,458,634,5.676855895,4.100946372
46079,23,507,652,4.536489152,3.527607362
46080,41,319,455,12.85266458,9.010989011
46081,22,148,193,14.86486486,11.39896373
46082,0,1,1,0,0
47001,37,271,415,13.65313653,8.915662651
47002,27,232,381,11.63793103,7.086614173
47003,21,202,308,10.3960396,6.818181818
47004,5,23,42,21.73913043,11.9047619
47005,25,295,456,8.474576271,5.48245614
47006,39,284,497,13.73239437,7.847082495
47007,34,279,461,12.18637993,7.37527115
47008,37,334,480,11.07784431,7.708333333
47009,25,358,519,6.983240223,4.816955684
47010,8,49,79,16.32653061,10.12658228
47011,27,262,428,10.30534351,6.308411215
47012,34,271,441,12.54612546,7.709750567
47013,37,305,480,12.13114754,7.708333333
47014,52,340,541,15.29411765,9.611829945
47015,33,308,547,10.71428571,6.032906764
47016,38,204,359,18.62745098,10.58495822
47017,26,280,472,9.285714286,5.508474576
47018,49,333,496,14.71471471,9.879032258
47019,13,76,106,17.10526316,12.26415094
47020,39,292,446,13.35616438,8.744394619
47021,33,260,431,12.69230769,7.656612529
47022,33,211,344,15.63981043,9.593023256
47023,47,274,447,17.15328467,10.51454139
47024,24,232,387,10.34482759,6.201550388
47025,34,293,455,11.60409556,7.472527473
47026,31,309,487,10.03236246,6.36550308
47027,29,335,559,8.656716418,5.18783542
47028,20,235,412,8.510638298,4.854368932
47029,29,351,534,8.262108262,5.43071161
47030,28,193,287,14.50777202,9.756097561
47031,28,310,518,9.032258065,5.405405405
47032,5,76,113,6.578947368,4.424778761
47033,14,123,197,11.38211382,7.106598985
47034,10,146,220,6.849315068,4.545454545
47035,0,6,16,0,0
47036,20,236,370,8.474576271,5.405405405
47037,19,190,294,10,6.462585034
47038,5,85,137,5.882352941,3.649635036
47039,22,139,206,15.82733813,10.67961165
47040,18,138,226,13.04347826,7.96460177
47041,30,302,452,9.933774834,6.637168142
47042,4,112,170,3.571428571,2.352941176
47043,47,285,447,16.49122807,10.51454139
47044,46,290,469,15.86206897,9.808102345
47045,36,326,470,11.04294479,7.659574468
47046,34,264,413,12.87878788,8.232445521
47047,33,292,456,11.30136986,7.236842105
47048,34,320,456,10.625,7.456140351
47049,33,274,421,12.04379562,7.83847981
47050,31,263,444,11.78707224,6.981981982
47051,32,251,409,12.74900398,7.82396088
47052,24,177,235,13.55932203,10.21276596
47053,24,228,346,10.52631579,6.936416185
47054,20,252,323,7.936507937,6.191950464
47055,53,290,463,18.27586207,11.44708423
47056,29,228,340,12.71929825,8.529411765
47057,31,345,450,8.985507246,6.888888889
47058,14,237,304,5.907172996,4.605263158
47059,26,327,449,7.951070336,5.79064588
47060,15,100,136,15,11.02941176
47061,46,228,364,20.1754386,12.63736264
47062,48,277,424,17.32851986,11.32075472
47063,37,261,414,14.17624521,8.937198068
47064,23,266,440,8.646616541,5.227272727
47065,38,291,412,13.05841924,9.223300971
47066,10,133,195,7.518796992,5.128205128
47067,35,175,266,20,13.15789474
47068,12,91,115,13.18681319,10.43478261
47069,29,277,419,10.46931408,6.92124105
47070,35,222,347,15.76576577,10.08645533
47071,28,257,374,10.89494163,7.486631016
47072,21,172,244,12.20930233,8.606557377
48001,5,38,65,13.15789474,7.692307692
48002,7,79,113,8.860759494,6.194690265
48003,24,295,402,8.13559322,5.970149254
48004,26,297,447,8.754208754,5.81655481
48005,18,264,402,6.818181818,4.47761194
48006,22,248,342,8.870967742,6.432748538
48007,17,283,393,6.007067138,4.325699746
48008,1,56,76,1.785714286,1.315789474
48009,25,311,449,8.038585209,5.567928731
48010,14,230,350,6.086956522,4
48011,9,217,336,4.147465438,2.678571429
48012,12,236,356,5.084745763,3.370786517
48013,19,224,357,8.482142857,5.322128852
48014,29,299,436,9.698996656,6.651376147
48015,11,263,393,4.182509506,2.798982188
48016,23,309,427,7.443365696,5.386416862
48017,10,214,335,4.672897196,2.985074627
48018,21,297,470,7.070707071,4.468085106
48019,43,337,495,12.75964392,8.686868687
48020,10,183,250,5.464480874,4
48021,14,266,396,5.263157895,3.535353535
48022,19,327,445,5.810397554,4.269662921
48023,30,372,522,8.064516129,5.747126437
48024,16,378,494,4.232804233,3.238866397
48025,12,309,427,3.883495146,2.81030445
48026,18,330,470,5.454545455,3.829787234
48027,17,350,437,4.857142857,3.890160183
48028,19,370,493,5.135135135,3.853955375
48029,24,376,487,6.382978723,4.928131417
48030,21,361,469,5.817174515,4.47761194
48031,9,147,215,6.12244898,4.186046512
48032,18,321,453,5.607476636,3.973509934
48033,14,188,286,7.446808511,4.895104895
48034,16,167,239,9.580838323,6.694560669
48035,9,41,67,21.95121951,13.43283582
48036,22,264,436,8.333333333,5.04587156
48037,15,135,206,11.11111111,7.281553398
48038,20,163,246,12.26993865,8.130081301
48039,12,148,198,8.108108108,6.060606061
48040,19,360,475,5.277777778,4
48041,10,122,173,8.196721311,5.780346821
48042,14,237,337,5.907172996,4.154302671
48043,31,310,473,10,6.553911205
48044,27,228,429,11.84210526,6.293706294
48045,8,148,247,5.405405405,3.238866397
48046,6,247,323,2.429149798,1.857585139
48047,20,360,526,5.555555556,3.802281369
48048,22,320,434,6.875,5.069124424
48049,2,60,94,3.333333333,2.127659574
48050,15,289,352,5.190311419,4.261363636
48051,19,264,367,7.196969697,5.177111717
48052,25,327,460,7.645259939,5.434782609
48053,3,10,22,30,13.63636364
48054,27,312,423,8.653846154,6.382978723
48055,21,361,497,5.817174515,4.225352113
48056,22,362,520,6.077348066,4.230769231
48057,4,125,233,3.2,1.716738197
48058,7,244,340,2.868852459,2.058823529
48059,20,409,517,4.88997555,3.868471954
48060,22,469,615,4.690831557,3.577235772
48061,16,324,489,4.938271605,3.27198364
48062,35,334,537,10.47904192,6.517690875
48063,26,348,521,7.471264368,4.990403071
48064,14,176,227,7.954545455,6.167400881
48065,32,287,453,11.14982578,7.06401766
48066,22,379,519,5.80474934,4.238921002
48067,4,90,141,4.444444444,2.836879433
48068,4,49,70,8.163265306,5.714285714
48069,8,49,65,16.32653061,12.30769231
48070,30,390,526,7.692307692,5.703422053
48071,11,199,292,5.527638191,3.767123288
48072,16,232,402,6.896551724,3.980099502
49001,17,203,318,8.374384236,5.34591195
49002,13,88,160,14.77272727,8.125
49003,18,113,195,15.92920354,9.230769231
49004,28,204,317,13.7254902,8.832807571
49005,30,139,272,21.58273381,11.02941176
49006,12,101,138,11.88118812,8.695652174
49007,4,56,102,7.142857143,3.921568627
49008,22,154,253,14.28571429,8.695652174
49009,24,147,257,16.32653061,9.338521401
49010,22,150,271,14.66666667,8.118081181
49011,14,74,151,18.91891892,9.271523179
49012,5,61,95,8.196721311,5.263157895
49013,9,71,121,12.67605634,7.438016529
49014,0,2,3,0,0
49015,4,11,16,36.36363636,25
49016,38,253,443,15.01976285,8.577878104
49017,26,216,346,12.03703704,7.514450867
49018,6,55,88,10.90909091,6.818181818
49019,23,253,419,9.090909091,5.489260143
49020,18,152,274,11.84210526,6.569343066
49021,39,274,472,14.23357664,8.262711864
49022,42,297,479,14.14141414,8.768267223
49023,45,249,403,18.07228916,11.1662531
49024,33,261,412,12.64367816,8.009708738
49025,39,291,469,13.40206186,8.315565032
49026,33,262,430,12.59541985,7.674418605
49027,14,173,270,8.092485549,5.185185185
49028,27,261,395,10.34482759,6.835443038
49029,5,53,72,9.433962264,6.944444444
49030,1,8,15,12.5,6.666666667
49031,12,161,238,7.453416149,5.042016807
